source_image,split,source_group,image_id,width,height,pixel_sha256,annotations
train/images/12182_png.rf.evQiUY3bLEMXQsjGfMWQ.png,train,12182_png,img_f69918e515cd21c29e8b,706,516,0768630f5d2213d9cc16b3453b8cb01277f1cb63ced7779ca5b2feb4bb40e24d,1
train/images/12185_png.rf.NyZolIGUf5SevxkEHhdR.png,train,12185_png,img_f7e2f862b0736f7181bf,1179,833,43b360cd89204895eb65e94638a5b4f0dd42675d4349c4860deae4ef0e2a3dec,1
train/images/12455_png.rf.Zd86bez1g1i8kIgqMwxA.png,train,12455_png,img_d2499af1e7ce85ffa7ae,758,614,a31e564e87bb36a9e7a3a2fd8981067031510e947724031ab29fe9cfdf148b7e,1
train/images/124_jpg.rf.1hO3VS99N33j3DJV2Kbp.jpg,train,124_jpg,img_740938774c5dceff983b,439,484,6d30de2030d6ffa6a678acf9bf13bfa343247488939af0e12d6c9755ebcbc41d,1
train/images/12509_png.rf.TIXdYse7lg5jYaOTkTPq.png,train,12509_png,img_28a518e362bc9cb24217,1350,1293,f1d4c90139a9bdbc120d046b611c3987d6d5c179e5cc64e64bfa89837486c004,1
train/images/127_jpg.rf.kdzqyLsZDAFbq2Hvkfpm.jpg,train,127_jpg,img_461fafc5a8dc4ff0f573,435,585,2c2a98dbf0cb73f6245b0c8611ea660a02ae34ce5e2975d36a800a86145e2f81,1
train/images/12806_png.rf.49hUq66eWoCLmN0G0Me1.png,train,12806_png,img_06513a5673a4c6419c4e,765,872,093e61006533e9e43fee24eef6a3bcbd9d523d1fac517b998e84c40662bb258f,1
train/images/1313_png.rf.X9QmmNyqVwRxiDa6G27f.png,train,1313_png,img_acc61a4a5e191531eecf,2341,759,cae7b19945825a68e44cbdb70415d599ca7d4eb079c083657f6de48b863de460,3
train/images/132-jpg_jpg.rf.5PFvjBOEbZmrfgTuG1xi.jpg,train,132-jpg_jpg,img_498c14c6cc55a096b461,4000,3000,8eab1d7fad5b0a01ce60a05ae48d3353936fa0ca70f52614d7376d4fb3067a3e,1
train/images/13273_png.rf.sB4ahDMUJUD412lgluwH.png,train,13273_png,img_70d41e365b002d57410b,690,563,61aa9da5a5fdc61e601b6b70f0106f616bd9e1f85a5ce998c2c3738c38ef46e8,1
train/images/1341_png.rf.ucnqoIRcgECrGjgP8yCj.png,train,1341_png,img_841aa7bf6cfb5f9a91d5,1069,959,75847d038d533764fd756e644b52bed273edbbfe1ce4da7fa3041ce430bb77db,1
train/images/13454_png.rf.NT6xas0iQDjyVRlwHiQP.png,train,13454_png,img_a6a87ff4c446f9aa33f0,1136,921,e9528e40e690d92bcad77ec270ecbe771e6f1a2ba53ba2383c09a798da652800,1
train/images/136-jpg_jpg.rf.vOvji2WUXV6bxfX6OSzv.jpg,train,136-jpg_jpg,img_257bddc73e0a294bcff8,4000,3000,e305f57820610912e3f7324fc60d9198a5994d72badb5775c966d602638630ff,1
train/images/137-jpg_jpg.rf.BKYqeM0OmA2LNrrPFsje.jpg,train,137-jpg_jpg,img_1dfc7f22da49163afd81,4000,3000,e176328cf3ecd8341775d6f2500caff8e3c3e5a7c672e97475441337c6e5a714,1
train/images/13873_png.rf.cqx4BSlopvHYATN7clDs.png,train,13873_png,img_7851919b047bbd25d2a1,737,634,a4a0f3df15b52320275e13d348607dfac280d4cca9b586f5efae1add50e2df27,1
train/images/13982_png.rf.r71whmwlm1TZxpmziuxe.png,train,13982_png,img_4baa885c0236b0f4c50d,1151,655,5192939409f48b168a80df75058f7cdcbde7750946f38cf5434fb247a218ba9f,1
train/images/14048_png.rf.YyfIuPsmyylD13Zi6R0R.png,train,14048_png,img_43ff4f9999145b1d7b0d,1053,1302,58bd242918256c0d7cb93eec23d9e864fc208285930458329b8eab263c394a24,2
train/images/14146_png.rf.wI8MmNZIjZDIWPYNWvZC.png,train,14146_png,img_6edf9bea90e3ecd43a2a,1352,1138,18717cbf7ef327cd2d381b3448f519e2d67b89c5530b7fe53e49cc8d757a86c2,2
train/images/142-jpg_jpg.rf.wTbCyxJXS3NdbsYcCiwN.jpg,train,142-jpg_jpg,img_469d6495f0ef0d51c02c,4000,3000,104915b41aeafd6ce97f3ce393251f1b60598a26ec668a66b55e1e79dbfd4b10,1
train/images/143-jpg_jpg.rf.SwQXmyxdTGmBn4sFvZBx.jpg,train,143-jpg_jpg,img_bffb88f5424396c179ca,4000,3000,7fa33b736e3ffc7d4cdac639bd52a7271e368cea9552c0c58b59ba7fb939a7bf,1
train/images/144-jpg_jpg.rf.dt6IJUlwImNmgxqsYIrk.jpg,train,144-jpg_jpg,img_22289df8de8db2198638,4000,3000,515ae8f05aff9c4d19c6aa829e3edda352f08bd862a36f652cfce3e11735aff4,1
train/images/14555_png.rf.tFikSXZ0SYUZ5FbgfyR6.png,train,14555_png,img_534a94c705cc7873dec5,1615,726,901f35635b0225e1b1d4c6159db3d1183410d244d87fde48d0302c9d23b3bb8d,2
train/images/14561_png.rf.CWEpdPeCu2zkl4OBuxs6.png,train,14561_png,img_ca08f88e217c2570d52a,1536,1566,138c96ad841b25f95288faca0b1bd437ad585fba4b7ca3ada3fde8db84344b08,2
train/images/14691_png.rf.dBOMWfyIvckgr9DXpko5.png,train,14691_png,img_048740047aeefab0bd1d,517,414,00873c13a5dc4e22a1b0660f2b7bb495b30ab36ce0644a616b177715c2780b17,1
train/images/14697_png.rf.UKrH6kyO9j2WXoMxPaxg.png,train,14697_png,img_d1e4ef0397483c436838,939,713,4e807c4619a98da57bd85d61bbefb1155aa6899f2f693c81eee0252606d38ac7,1
train/images/147-jpg_jpg.rf.cqhvjQZs9aSt6yx0WrhU.jpg,train,147-jpg_jpg,img_07152c05e13ffd54a729,4000,3000,b35bce92db5f4b13dbabe2af1438a068c7bb927dd924f27b2fe531f8854e9d2e,1
train/images/150609269_412465026720208_3157004808485774667_n_jpg.rf.Djkz0om3lcJG5oyGk040.jpg,train,150609269_412465026720208_3157004808485774667_n_jpg,img_d23cb03c5780c9993bac,2048,1536,f568c0008f09d37118af8ca33ca8d71b01d4181d5440a6c60b3f17621ff47f4b,1
train/images/15074_png.rf.nBpLr9v4j5KsR2mMf4hN.png,train,15074_png,img_bfd45885d3e45c863e2f,731,694,ff5c07a31a9ded8ae08c0b27fcb1370c65b43765ae8e4adf8c7647363a0ae963,1
train/images/151665421_301349461324233_4237386951681230651_n_jpg.rf.N62kI2GtVbQL7qUhPGV5.jpg,train,151665421_301349461324233_4237386951681230651_n_jpg,img_1ea9f7313607e114e5c6,2047,1535,8d4b16cd71d6001463ea19b7641d34ab7f985a60f3fea8cdf4203e4c4c9fbdf0,1
train/images/151948864_1807800066064660_464582279625973260_n_jpg.rf.TIvujxPtjnctQBh5Kti4.jpg,train,151948864_1807800066064660_464582279625973260_n_jpg,img_d9e710962e79afe48677,306,408,4afc994295f14bb1b282f58f4992f2aa37d390383642949119480376724a9c1b,1
train/images/152069556_1380344518970812_2243856045971232287_n_jpg.rf.nn52mM2vVVTVceBg2FRI.jpg,train,152069556_1380344518970812_2243856045971232287_n_jpg,img_c06e0639828e1d9007b4,2047,1535,8c4c022f1dd95f3a56a96def8d44fd75deffed28b5c7b42a26d89c700fd8d704,1
train/images/15209_png.rf.u6Pn4zXC4OlrndsZKr1T.png,train,15209_png,img_139a2051cc1483210ba0,533,663,dcfa3dc5a672fd4003e1c15d3efa6026304535ac394a6784341a3b7657ce788a,1
train/images/152333555_261628735361740_2714349024038729117_n--1-_jpg.rf.ZkDiWCnXQdcOFgtZknYe.jpg,train,152333555_261628735361740_2714349024038729117_n--1-_jpg,img_f7b020e20bfa9be7ebe9,408,306,48560b6ad17b610c69b20fe033ff0b686fced4a518442cfba75be6bcf923ecb5,1
train/images/15263_png.rf.49qINuTE5xkBd1wyJxC1.png,train,15263_png,img_5c9a9f4b9238fec8afac,730,853,b977e76a30fa6984ac6bab68721eef90ea5728d7eb05d87a84a33b27f159f7e4,1
train/images/15455_png.rf.gwWzonqEtyPB5C1XwmMW.png,train,15455_png,img_4e9540397856c8f6cc41,486,298,7bf4779e5f6b31b09c34ef45d447285e56e8403d57dc72ced7aaf0e96c4a9195,1
train/images/15619_png.rf.sz7jBCwGLg2TP8Jn8Fdx.png,train,15619_png,img_904be2a53b07504f85f7,697,435,b689c1dcfee6ba81114f385fbd0d29537b97e6cca9f9052364232ac1479cb052,1
train/images/1581_png.rf.2IRWFyawwXJmGqtPu3rZ.png,train,1581_png,img_1887dda204884905b564,1047,1120,4e8264f66864b05cf1cd74ca5974c42186a207dd6806dc18532380d3d0fcd838,1
train/images/16082_png.rf.LvjqPjo4n5aErpPgkec0.png,train,16082_png,img_75b8de5a70de1fd9ab1c,725,571,8a767319a5d67ca7e983ff6a9b1303a04d1c15212ddca10359342564e03ba6c3,2
train/images/1610_png.rf.XpEczg5SU5c2PDsiAQ5Y.png,train,1610_png,img_af449502f8b9cabd2bea,636,664,6cc30dd89a226f665d6c05bb8e41d339a1691583c807dde74d71c0ce8b7ec0c0,1
train/images/16127_png.rf.GaQ39vYP1kYxSlZJWDJv.png,train,16127_png,img_532cc9d3f97be8b3ce82,782,728,5e7da5eadfc6aa3778f80373fbe5f97e4734449fbbe419c55f1a143eff27c555,1
train/images/16154_png.rf.7S2RCMhSmEUUP6VkF3Tn.png,train,16154_png,img_25ab96ff7e737f5e4118,669,853,f61216e98d3b5fe6eff02bd88fcb823f1d816ec360057843c147fe36be4ae0a7,1
train/images/16181_png.rf.j1702TwFLIbHoIgjiaKA.png,train,16181_png,img_8e1526e9426ad5983845,755,543,46265ba2bb3888337ca0f1f07bb263bf3d0b654da94ad622aedc9da4ebd84b83,1
train/images/16343_png.rf.nRSx41qMlSkwOz4ARj1I.png,train,16343_png,img_ad1cd7ca918e4986aa12,1231,1457,8091604dba014cae07a49467ba7592aeb244224edcfa2433fed1b1b496c69cfc,1
train/images/16464_png.rf.LbnWuC6bPUeZ0wNIbUGc.png,train,16464_png,img_9bba806f2ca3f7734034,581,380,d3a349488472b4a986c47fd447ec8a54922efadbe857d1c37dc9f0bb71cb2372,1
train/images/165-jpg_jpg.rf.dNvPnTl0P9E6hzeerpI7.jpg,train,165-jpg_jpg,img_460d289bd4bb8ae07953,4000,3000,3ae8939ae72027860590d2081818a9e5abaf384f4e7d3e65f74e074fcb8818b7,1
train/images/16613_png.rf.Jeg95o8Wvvu4ctWRscnk.png,train,16613_png,img_72f886b56344efab802e,875,1101,db0daf97f488c62fa2a6ba61f42c946c68bf75fa17413b7acac5c4059011600f,1
train/images/17018_png.rf.sCjD8Yr8a72g4FWyUgPa.png,train,17018_png,img_7e20bda96c27c5f496d3,862,922,312f9a5fa70b6c3ba0d4779bca572d0af4529fbbd4b4662a9967e3373b620e33,1
train/images/17091_png.rf.LRyLTqCZIeLITxs4B6hi.png,train,17091_png,img_4d9917dfa6b6ea1b3559,668,568,5a3db67a4033bda330db1aedf356fdc2aa769f686bcd300d4420c714ff350976,2
train/images/17315_png.rf.vHkbvk4c41jiMWveJTBo.png,train,17315_png,img_c557c999758cc7703692,976,811,0c4bc5210d93b78fbcc5bb91942204ba3fc6295fdb855f149c27cc8b594febcb,1
train/images/1764_png.rf.JedpLqaHJaGnPYI3zE9E.png,train,1764_png,img_798a4c7ab1aecf2a398a,600,418,91e350034a8932a6029d479576ef3f02b759d29b88b16aad7fcb7814d01f2b97,1
train/images/17937_png.rf.8tUGQxQ6tkpP12kNqkhA.png,train,17937_png,img_ca59ef249a1061839dad,994,1002,0a50529d11fa810a407f6e4364e1b7101f7a9cf1e415ca1c79891844db5305bd,1
train/images/1838_png.rf.BdDCKGbVQpqLX0LbcMP3.png,train,1838_png,img_c8a5adccaaf4d8f4a094,1852,1022,df268fcb0aed53775d8b40d7dd6024cc32d86321f4990a15d0b01710fbd51354,2
train/images/1915_png.rf.phGuQMeZ8akV19hQvhdw.png,train,1915_png,img_b7ad4c883626a8cc0693,463,402,af921ef224b7469136e7aaec3acc5e847501d70bd32523ac1aad1521a9403182,1
train/images/19_jpg.rf.Lo2Zibt26LN8sYyIMV8U.jpg,train,19_jpg,img_211ebd9a0313f4cc80eb,4000,3000,f7381a3c59e4b8b2b4cc7ef8d6d10e39e94ac1dad221f82329e9cd0cba0786f4,1
train/images/1_png.rf.f0JZPNRpkMcrCWlZjRka.png,train,1_png,img_e64ea74f9fb6d8949440,803,654,dc305ae76e2c3351fb106b8c001fd48f241088df43653be7050a5b759e14d836,1
train/images/2-Figure3-1_png.rf.AbLUosfDynEOOA9N50GM.png,train,2-figure3-1_png,img_9c3a209ba8e57b1ad4f6,644,298,02dc4d8ed05d533d1a1b58525114b862f90f32f1ddfa276d6d8cdeda08cd8c01,1
train/images/20240211_151502_jpg.rf.yCG645ouQ29gApi6HBdK.jpg,train,20240211_151502_jpg,img_a37ce2ee1b2b9d122c5c,2261,2627,137a6384f37f4be7bd4792477fda8a223a2b7aa2d3e75c93088b878e1044dd63,1
train/images/20240211_153637_jpg.rf.niTG4ysXj7INkVyoCsn9.jpg,train,20240211_153637_jpg,img_a8a683988644a910f340,2233,2140,0263c865b3b9ce39353918f1b5eedde7abb4ddcf9cb80a6e87664e42301453f3,1
train/images/20240211_162122_jpg.rf.gpA8WFPKGo81Hdm9uAfj.jpg,train,20240211_162122_jpg,img_efdd0074955ac29c93a3,2259,2104,ed3705719d9c1df3d9926cc0350d361de55e114fc4dfef736a935f8edd3f64e5,1
train/images/20240211_162754_jpg.rf.9znWrFuyFngaxEV1pvN9.jpg,train,20240211_162754_jpg,img_8583e4a71a19e402d7b3,3000,2713,b9aba91281e3bd8f0f8cae03f823a6977142b71560f37e6a05d760206ac7e92a,1
train/images/20240211_211113_jpg.rf.JIP2cLBwuzjn07HcMKvw.jpg,train,20240211_211113_jpg,img_096fecb33624680c2e8d,1645,2518,19db8676e64c356478e15871ba4dbf7de495e4deb15d034b061e2df15082ed87,1
train/images/20240214_135831_jpg.rf.39r8uiPTDAb13aAEXwS3.jpg,train,20240214_135831_jpg,img_3b25bccc3fe756a64629,2205,1960,14ae284ffb187c9873598ddc2dc7ec86c5647017a8a2a2dac404e38552e5bbaf,1
train/images/20240214_135901_jpg.rf.Z0Zoh4qa2yXxOjaNzzbS.jpg,train,20240214_135901_jpg,img_ba84fbcc49343b5592b8,1632,1640,0c36259a7eb0645fa0ca31248e23174eef35763f2193d746e78da0baf31c9fa3,1
train/images/20240214_140619_jpg.rf.dn6ZG7AWPIamJObPWuyK.jpg,train,20240214_140619_jpg,img_b3e3f8e5a3eb36ff3165,1752,2387,7e18517818c7c471868c6c209b26da5902818ccbce57626e85ca355752577dda,1
train/images/20240214_141043_jpg.rf.ZymQygggnhsN0SAfsrhC.jpg,train,20240214_141043_jpg,img_ce2e92c5597e9dc853a4,860,1482,b920c507f0cce9aa10f4afce414f5436847c56e54c3922d6d32a3bc5eff28c3b,1
train/images/20240214_141104_jpg.rf.eKj8ftNUX31124Tl6W9Y.jpg,train,20240214_141104_jpg,img_30150719a9c899b4946e,1758,2167,204258c58f5139ad02b551eab7d3702bfc9144f1c798cab94b10f36d8b75ac3b,1
train/images/20240214_141210_jpg.rf.JIKIvnojpc9CmCTW6SFV.jpg,train,20240214_141210_jpg,img_c541e5f97e01c7d5b175,1131,816,43c26d4043957a0552e36dda612193bfe29d2c6b4804427b11c61590ad6a9f63,1
train/images/20240214_141358_jpg.rf.ILv2s907EPt8xcrGXvCr.jpg,train,20240214_141358_jpg,img_ec6dc98f76785715fe5d,1558,1403,f113cc18c5d976d1994beb3240c878409d96488630a1a7fe9bb19c1f35cbbd0d,1
train/images/20240214_141402_jpg.rf.oowwI7YCCucZUyq8afK4.jpg,train,20240214_141402_jpg,img_064ec101662fbf5d9a81,2397,2070,b316eed0305e22600b64f77d505a6bc1e7c1e3f0abd5a6cf0f29bf9c56630a4c,1
train/images/20240214_145856_jpg.rf.s0wy7dnC39sFNgZIqqRL.jpg,train,20240214_145856_jpg,img_f9083d6d8944d91a3985,4000,3000,68b888668f9a75e66aa0316142f30db3da91bf47580a30592a31df35618d43f2,1
train/images/20240214_150046_jpg.rf.XKwsJycXD4uEjSSu7RNW.jpg,train,20240214_150046_jpg,img_51f81f455583456f5369,1979,1805,8231745f9f1bf92ac83bab3947bdd5145495c9ec38ad9260fcc49b359457ae0d,1
train/images/20240214_213255_jpg.rf.Sco1GaS7pwoRSHY5Zwmh.jpg,train,20240214_213255_jpg,img_1d64bc16bbfd56e090a0,2464,1893,a1425c8f396315b0399b954254aa8dde282d03eff0f14d9bd708fd9e50110cb4,1
train/images/20240214_225054_jpg.rf.YEQu0G9TrliWme68WMUL.jpg,train,20240214_225054_jpg,img_e7f2dc6b75cecf5b08e5,2653,2350,a967a10904bb6783f022f49a3952fef1f6fb464d95e7e04028c59499e7e4704d,1
train/images/20240214_225400_jpg.rf.rktvVTkK9wXt8LwhbszY.jpg,train,20240214_225400_jpg,img_317afda4f53d80134c96,2397,2253,64feb35547c5470a05265dbbf05f3c85756136efe1777c85abe2c57031b2bfc0,1
train/images/20240214_225442_jpg.rf.vGE3QZldCxssmmD3UBGv.jpg,train,20240214_225442_jpg,img_30f6d88da6796f03522d,2397,2715,7d87292afd88fbc231fd37d24613787ecf7c2cf00a576d4e098728fae98707d7,1
train/images/20240214_234003_jpg.rf.ug6eb85B4M9qFIQ1aw4M.jpg,train,20240214_234003_jpg,img_7a30b9cfda4db6eb33c0,1059,1209,7101990effcf4173656a56434eec3c3493a2c1fe2b37536273c1d22f534d2244,1
train/images/20240214_234005_jpg.rf.Z6VjsBFjIXSGXTAzZbzI.jpg,train,20240214_234005_jpg,img_e333210b6f733859fbbe,2072,2980,d33b59e73e72bf7dd7a8b7724d9ab3e1213cc61231b24a354272b66fcbdc07cf,1
train/images/20240216_140350_jpg.rf.8BX5JWJDY1kUYB6oyTVr.jpg,train,20240216_140350_jpg,img_4c2fe539d5d35f9d4df7,1070,1248,c280d8b58a15bfdb42f49cb1c4228e48af8d71dc3b653b55a83ea64bab6743b7,1
train/images/20240216_140531_jpg.rf.XrJ7POHFf6Ej496dADwN.jpg,train,20240216_140531_jpg,img_cde980c34e17e54b571a,2011,2540,f22570d4916ac8de4d3ee3dacc598f7d9353c13e951cf4cd07c3478f8e36db2f,1
train/images/20240216_143222_jpg.rf.5dmTJGmjS9P65ZnUZ46O.jpg,train,20240216_143222_jpg,img_72dcd64aca43980571dc,1572,1687,cc42484af3179935871b36c2737dc256f0644c3ab55800fe5727c9e6ef8a7d58,1
train/images/20240216_143440_jpg.rf.0GDM8e0UBvgQPbH5ox67.jpg,train,20240216_143440_jpg,img_b9f7760c354547fb7930,1942,1926,1c5098cf1b4e722b198aed288f3de5f67d46c93d65732280e0090146b2590321,1
train/images/20240216_143508_jpg.rf.7cJ46nCvXozLTHgIrcqn.jpg,train,20240216_143508_jpg,img_b060b3ef1b722771f889,1904,1789,f9b9951ac792bdcee1e3c605b5585d3436a312fae22beb90bd07c879cebc0525,2
train/images/20240216_143530_jpg.rf.MNtPGVBMY4DWOHu4DsWc.jpg,train,20240216_143530_jpg,img_610476bf059fc243a61c,1832,2028,7527562b98237bc3e08897eae17e85c2a96e66a8eec81f40800c174df8254850,1
train/images/20240216_143533_jpg.rf.fNYHuHBfcGnRPCTUcv5U.jpg,train,20240216_143533_jpg,img_96faa6ab61d372c8db90,904,633,baaae6a53beb7ebeb6a93268cd79bbd678b3301fa7af6d49c6a50a5ef75e698e,1
train/images/20240216_143607_jpg.rf.KZc6eub4rl7vccd7ubIP.jpg,train,20240216_143607_jpg,img_4b5962416f615fa88e8e,1144,1525,d3b5f3030a1a739abeeb47b6130e735614f83914aac335f8d7f6235136b8c75a,1
train/images/20240216_143617_jpg.rf.fV1IOWYOOLmF0tDai5BB.jpg,train,20240216_143617_jpg,img_ec1567edda9450e114d9,746,995,7de1728c7fd035024bf68557a0f980e445c4d7fdab7f2de2f93624bc7a87e63b,1
train/images/20240216_143700_jpg.rf.wryKgAnd1IzwFD5VBCAM.jpg,train,20240216_143700_jpg,img_b8c665cabe411aa7bd0d,1151,1535,588259b782f63d2ca585b8be8b91dfb7e2f4d96245b6ec7108ce07026792e779,1
train/images/20240216_143727_jpg.rf.z3PasKmUcKWjebe9Ark7.jpg,train,20240216_143727_jpg,img_11e9fdaa948e1b28937e,1212,1617,f559ae217fbbaa2dbe67c7f6ed5679bf258089ca31942937ad359095cce64174,1
train/images/20240216_143732_jpg.rf.ZOh4qLfUyYx0auEfoHq6.jpg,train,20240216_143732_jpg,img_f42193c581c6d32c417d,1397,1862,071d0e3726cc877e3ac7e9eb81b00dac9ee9efd730ccc0c4151e0db24a7a483b,1
train/images/20240216_143906_jpg.rf.GcSmDMNB4XGQa6xFOD9F.jpg,train,20240216_143906_jpg,img_6742d6e9ebe19302142b,1775,2366,4c5374cfae31e07b2539dc2881dd497dbc5e6995ca7e35b7c77c46ae1ef60363,1
train/images/20240216_143921_jpg.rf.tbd6VRiVultz6nCjUfDC.jpg,train,20240216_143921_jpg,img_b2bcd0663c4a6e8c9c26,1772,2554,8b0e95c434c75ad33b2fd11e7151b57a39275ceb449d9c93cc2fa6a1d216db01,1
train/images/20240216_144024_jpg.rf.57cLRXX2gLlhG5Iri1OM.jpg,train,20240216_144024_jpg,img_bc8c04885e52d5a3abf3,1847,2462,ea53bd5a51026eca6e691d1d8eec93070133e5bed11dd6f946d31e5dfd7c0f46,1
train/images/20240216_144103_jpg.rf.cmfZRTvCOzAoSjnr4s9a.jpg,train,20240216_144103_jpg,img_3245b416a34fcd3a71cf,1432,1909,662d62aed72572578b06e5b8e8ef43261b913907bf2325e2ea12d596e70ef152,1
train/images/20240216_151617_jpg.rf.uqLv8078F91UiFG7L7L7.jpg,train,20240216_151617_jpg,img_cdc40cc3582950d3276f,1834,2446,a69c593dd85e89156b859617035f064c2ad2348cf46b7e7a746b9bda108a1437,1
train/images/20240216_151746_jpg.rf.a5OwEeprPn5OKHRFrGK4.jpg,train,20240216_151746_jpg,img_e71dcce4790059019841,1458,1944,fa765b64cc2e0b9bbda782934308b05da2360b764b4d50df141aa8369dffa04c,1
train/images/20240216_151802_jpg.rf.ZTTlmiXQxpvzx5hyTUSk.jpg,train,20240216_151802_jpg,img_0da20e69905cd42b1784,987,1316,628a8d3dbbe52625f68e0485b374739445ec1c5b2402d2399aacd4a5cc6ca57a,1
train/images/20240216_151835_jpg.rf.vnWYQnox3lkNMfDkGhWo.jpg,train,20240216_151835_jpg,img_1fec4efb0be51e7b19e4,1453,1938,cc00e0c86b2913aa8bef8178449868805368786e0699dc119e80b193e3928977,1
train/images/20240216_151909_jpg.rf.GomscANCSx0EghU3hmBK.jpg,train,20240216_151909_jpg,img_5bf9e298681018871ae0,4000,3000,2b3962077c0e7632da6671b7ca191f24fca4454c3322bf00d8847f612bec31cf,2
train/images/20240216_151917_jpg.rf.vAX40SB1fXaoco2sYsyx.jpg,train,20240216_151917_jpg,img_e4644d2519c990cf249e,1280,1136,17c3ab8c8a2b42f1dec36d67390172fb76e4e6dd695907ef5dff5fa20b3dde0b,2
train/images/20240216_151939_jpg.rf.DfsU8BSm9jXybnfnOByA.jpg,train,20240216_151939_jpg,img_57e684e597fc0afd4519,1239,1652,ec75eef9b3fd5db6737f0b4c0a993c6607b10bf31257fdafc7855638045f135d,1
