variant,split,image_id,source_image,image,label,blur_parameters
defocus_blur,train,img_03f1e1a286debdd0f502,train/images/20240211_154134_jpg.rf.Mnqr1JOT0IruBuLAmRQq.jpg,detector_data/defocus_blur/train/images/img_03f1e1a286debdd0f502.png,detector_data/defocus_blur/train/labels/img_03f1e1a286debdd0f502.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 95.99460841909573, ""motion_length_px"": 31}"
gaussian_blur,train,img_03f1e1a286debdd0f502,train/images/20240211_154134_jpg.rf.Mnqr1JOT0IruBuLAmRQq.jpg,detector_data/gaussian_blur/train/images/img_03f1e1a286debdd0f502.png,detector_data/gaussian_blur/train/labels/img_03f1e1a286debdd0f502.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 95.99460841909573, ""motion_length_px"": 31}"
clean,train,img_71d5334bfe32f4f98bf3,train/images/20240218_173304_jpg.rf.wztoJBBQYYmiLN6iafRg.jpg,detector_data/clean/train/images/img_71d5334bfe32f4f98bf3.png,detector_data/clean/train/labels/img_71d5334bfe32f4f98bf3.txt,{}
motion_blur,train,img_71d5334bfe32f4f98bf3,train/images/20240218_173304_jpg.rf.wztoJBBQYYmiLN6iafRg.jpg,detector_data/motion_blur/train/images/img_71d5334bfe32f4f98bf3.png,detector_data/motion_blur/train/labels/img_71d5334bfe32f4f98bf3.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.799158502419225, ""motion_angle_deg"": 173.53293825104174, ""motion_length_px"": 21}"
defocus_blur,train,img_71d5334bfe32f4f98bf3,train/images/20240218_173304_jpg.rf.wztoJBBQYYmiLN6iafRg.jpg,detector_data/defocus_blur/train/images/img_71d5334bfe32f4f98bf3.png,detector_data/defocus_blur/train/labels/img_71d5334bfe32f4f98bf3.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.799158502419225, ""motion_angle_deg"": 173.53293825104174, ""motion_length_px"": 21}"
gaussian_blur,train,img_71d5334bfe32f4f98bf3,train/images/20240218_173304_jpg.rf.wztoJBBQYYmiLN6iafRg.jpg,detector_data/gaussian_blur/train/images/img_71d5334bfe32f4f98bf3.png,detector_data/gaussian_blur/train/labels/img_71d5334bfe32f4f98bf3.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.799158502419225, ""motion_angle_deg"": 173.53293825104174, ""motion_length_px"": 21}"
clean,val,img_8c3faaee43cd5bd74289,valid/images/IMG-38_jpg.rf.HOj2D7yKUfW5vxfHPXCb.jpg,detector_data/clean/val/images/img_8c3faaee43cd5bd74289.png,detector_data/clean/val/labels/img_8c3faaee43cd5bd74289.txt,{}
motion_blur,val,img_8c3faaee43cd5bd74289,valid/images/IMG-38_jpg.rf.HOj2D7yKUfW5vxfHPXCb.jpg,detector_data/motion_blur/val/images/img_8c3faaee43cd5bd74289.png,detector_data/motion_blur/val/labels/img_8c3faaee43cd5bd74289.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 41.5267208963533, ""motion_length_px"": 31}"
defocus_blur,val,img_8c3faaee43cd5bd74289,valid/images/IMG-38_jpg.rf.HOj2D7yKUfW5vxfHPXCb.jpg,detector_data/defocus_blur/val/images/img_8c3faaee43cd5bd74289.png,detector_data/defocus_blur/val/labels/img_8c3faaee43cd5bd74289.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 41.5267208963533, ""motion_length_px"": 31}"
gaussian_blur,val,img_8c3faaee43cd5bd74289,valid/images/IMG-38_jpg.rf.HOj2D7yKUfW5vxfHPXCb.jpg,detector_data/gaussian_blur/val/images/img_8c3faaee43cd5bd74289.png,detector_data/gaussian_blur/val/labels/img_8c3faaee43cd5bd74289.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 41.5267208963533, ""motion_length_px"": 31}"
clean,val,img_762c174381e2eefac15e,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,detector_data/clean/val/images/img_762c174381e2eefac15e.png,detector_data/clean/val/labels/img_762c174381e2eefac15e.txt,{}
motion_blur,val,img_762c174381e2eefac15e,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,detector_data/motion_blur/val/images/img_762c174381e2eefac15e.png,detector_data/motion_blur/val/labels/img_762c174381e2eefac15e.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 1.6878361209495514, ""motion_angle_deg"": 140.69291026615718, ""motion_length_px"": 9}"
defocus_blur,val,img_762c174381e2eefac15e,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,detector_data/defocus_blur/val/images/img_762c174381e2eefac15e.png,detector_data/defocus_blur/val/labels/img_762c174381e2eefac15e.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 1.6878361209495514, ""motion_angle_deg"": 140.69291026615718, ""motion_length_px"": 9}"
gaussian_blur,val,img_762c174381e2eefac15e,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,detector_data/gaussian_blur/val/images/img_762c174381e2eefac15e.png,detector_data/gaussian_blur/val/labels/img_762c174381e2eefac15e.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 1.6878361209495514, ""motion_angle_deg"": 140.69291026615718, ""motion_length_px"": 9}"
clean,val,img_7800b7811976447befae,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,detector_data/clean/val/images/img_7800b7811976447befae.png,detector_data/clean/val/labels/img_7800b7811976447befae.txt,{}
motion_blur,val,img_7800b7811976447befae,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,detector_data/motion_blur/val/images/img_7800b7811976447befae.png,detector_data/motion_blur/val/labels/img_7800b7811976447befae.txt,"{""defocus_radius_px"": 2, ""gaussian_sigma_px"": 0.7, ""motion_angle_deg"": 72.33768303938282, ""motion_length_px"": 5}"
defocus_blur,val,img_7800b7811976447befae,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,detector_data/defocus_blur/val/images/img_7800b7811976447befae.png,detector_data/defocus_blur/val/labels/img_7800b7811976447befae.txt,"{""defocus_radius_px"": 2, ""gaussian_sigma_px"": 0.7, ""motion_angle_deg"": 72.33768303938282, ""motion_length_px"": 5}"
gaussian_blur,val,img_7800b7811976447befae,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,detector_data/gaussian_blur/val/images/img_7800b7811976447befae.png,detector_data/gaussian_blur/val/labels/img_7800b7811976447befae.txt,"{""defocus_radius_px"": 2, ""gaussian_sigma_px"": 0.7, ""motion_angle_deg"": 72.33768303938282, ""motion_length_px"": 5}"
clean,val,img_4a2b7eb07c98de0747e4,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,detector_data/clean/val/images/img_4a2b7eb07c98de0747e4.png,detector_data/clean/val/labels/img_4a2b7eb07c98de0747e4.txt,{}
motion_blur,val,img_4a2b7eb07c98de0747e4,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,detector_data/motion_blur/val/images/img_4a2b7eb07c98de0747e4.png,detector_data/motion_blur/val/labels/img_4a2b7eb07c98de0747e4.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 13.512902715392448, ""motion_length_px"": 31}"
defocus_blur,val,img_4a2b7eb07c98de0747e4,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,detector_data/defocus_blur/val/images/img_4a2b7eb07c98de0747e4.png,detector_data/defocus_blur/val/labels/img_4a2b7eb07c98de0747e4.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 13.512902715392448, ""motion_length_px"": 31}"
gaussian_blur,val,img_4a2b7eb07c98de0747e4,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,detector_data/gaussian_blur/val/images/img_4a2b7eb07c98de0747e4.png,detector_data/gaussian_blur/val/labels/img_4a2b7eb07c98de0747e4.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 13.512902715392448, ""motion_length_px"": 31}"
clean,test,img_de083f3ea5dd8d80fd39,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,detector_data/clean/test/images/img_de083f3ea5dd8d80fd39.png,detector_data/clean/test/labels/img_de083f3ea5dd8d80fd39.txt,{}
motion_blur,test,img_de083f3ea5dd8d80fd39,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,detector_data/motion_blur/test/images/img_de083f3ea5dd8d80fd39.png,detector_data/motion_blur/test/labels/img_de083f3ea5dd8d80fd39.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 19.100702843872092, ""motion_length_px"": 31}"
defocus_blur,test,img_de083f3ea5dd8d80fd39,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,detector_data/defocus_blur/test/images/img_de083f3ea5dd8d80fd39.png,detector_data/defocus_blur/test/labels/img_de083f3ea5dd8d80fd39.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 19.100702843872092, ""motion_length_px"": 31}"
gaussian_blur,test,img_de083f3ea5dd8d80fd39,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,detector_data/gaussian_blur/test/images/img_de083f3ea5dd8d80fd39.png,detector_data/gaussian_blur/test/labels/img_de083f3ea5dd8d80fd39.txt,"{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 4.0, ""motion_angle_deg"": 19.100702843872092, ""motion_length_px"": 31}"
clean,test,img_ce8928547ef8cda4189e,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,detector_data/clean/test/images/img_ce8928547ef8cda4189e.png,detector_data/clean/test/labels/img_ce8928547ef8cda4189e.txt,{}
motion_blur,test,img_ce8928547ef8cda4189e,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,detector_data/motion_blur/test/images/img_ce8928547ef8cda4189e.png,detector_data/motion_blur/test/labels/img_ce8928547ef8cda4189e.txt,"{""defocus_radius_px"": 2, ""gaussian_sigma_px"": 1.4483778719665181, ""motion_angle_deg"": 82.39057945936737, ""motion_length_px"": 7}"
defocus_blur,test,img_ce8928547ef8cda4189e,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,detector_data/defocus_blur/test/images/img_ce8928547ef8cda4189e.png,detector_data/defocus_blur/test/labels/img_ce8928547ef8cda4189e.txt,"{""defocus_radius_px"": 2, ""gaussian_sigma_px"": 1.4483778719665181, ""motion_angle_deg"": 82.39057945936737, ""motion_length_px"": 7}"
gaussian_blur,test,img_ce8928547ef8cda4189e,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,detector_data/gaussian_blur/test/images/img_ce8928547ef8cda4189e.png,detector_data/gaussian_blur/test/labels/img_ce8928547ef8cda4189e.txt,"{""defocus_radius_px"": 2, ""gaussian_sigma_px"": 1.4483778719665181, ""motion_angle_deg"": 82.39057945936737, ""motion_length_px"": 7}"
clean,test,img_ea68a56baf907ec03b34,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,detector_data/clean/test/images/img_ea68a56baf907ec03b34.png,detector_data/clean/test/labels/img_ea68a56baf907ec03b34.txt,{}
motion_blur,test,img_ea68a56baf907ec03b34,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,detector_data/motion_blur/test/images/img_ea68a56baf907ec03b34.png,detector_data/motion_blur/test/labels/img_ea68a56baf907ec03b34.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.083761536109981, ""motion_angle_deg"": 81.16574307099036, ""motion_length_px"": 17}"
defocus_blur,test,img_ea68a56baf907ec03b34,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,detector_data/defocus_blur/test/images/img_ea68a56baf907ec03b34.png,detector_data/defocus_blur/test/labels/img_ea68a56baf907ec03b34.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.083761536109981, ""motion_angle_deg"": 81.16574307099036, ""motion_length_px"": 17}"
gaussian_blur,test,img_ea68a56baf907ec03b34,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,detector_data/gaussian_blur/test/images/img_ea68a56baf907ec03b34.png,detector_data/gaussian_blur/test/labels/img_ea68a56baf907ec03b34.txt,"{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.083761536109981, ""motion_angle_deg"": 81.16574307099036, ""motion_length_px"": 17}"
clean,test,img_1329081ac75a2ccf9419,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,detector_data/clean/test/images/img_1329081ac75a2ccf9419.png,detector_data/clean/test/labels/img_1329081ac75a2ccf9419.txt,{}
motion_blur,test,img_1329081ac75a2ccf9419,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,detector_data/motion_blur/test/images/img_1329081ac75a2ccf9419.png,detector_data/motion_blur/test/labels/img_1329081ac75a2ccf9419.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.6934642883534172, ""motion_angle_deg"": 99.95692786989127, ""motion_length_px"": 11}"
defocus_blur,test,img_1329081ac75a2ccf9419,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,detector_data/defocus_blur/test/images/img_1329081ac75a2ccf9419.png,detector_data/defocus_blur/test/labels/img_1329081ac75a2ccf9419.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.6934642883534172, ""motion_angle_deg"": 99.95692786989127, ""motion_length_px"": 11}"
gaussian_blur,test,img_1329081ac75a2ccf9419,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,detector_data/gaussian_blur/test/images/img_1329081ac75a2ccf9419.png,detector_data/gaussian_blur/test/labels/img_1329081ac75a2ccf9419.txt,"{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.6934642883534172, ""motion_angle_deg"": 99.95692786989127, ""motion_length_px"": 11}"
