filename,variant,split,plate_id,source_image,image_id,annotation_index,class_id,crop_width,crop_height,given_corners_normalized,blur_parameters
defocus_blurr_plate/train/img_9ad1b29abd836db9bb57__p001.png,defocus_blur,train,plate_8b79813536fa966c7885763d,train/images/10272_png.rf.AhfSEGHykH7FpcLyBxdE.png,img_9ad1b29abd836db9bb57,1,0,185,101,"[[0.8045375218150087, 0.5339233038348085], [0.4816753926701571, 0.5339233038348085], [0.4816753926701571, 0.831858407079646], [0.8045375218150087, 0.831858407079646]]","{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.703722862068915, ""motion_angle_deg"": 88.70141018841682, ""motion_length_px"": 13}"
gaussian_blurr_plate/train/img_9ad1b29abd836db9bb57__p001.png,gaussian_blur,train,plate_8b79813536fa966c7885763d,train/images/10272_png.rf.AhfSEGHykH7FpcLyBxdE.png,img_9ad1b29abd836db9bb57,1,0,185,101,"[[0.8045375218150087, 0.5339233038348085], [0.4816753926701571, 0.5339233038348085], [0.4816753926701571, 0.831858407079646], [0.8045375218150087, 0.831858407079646]]","{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.703722862068915, ""motion_angle_deg"": 88.70141018841682, ""motion_length_px"": 13}"
clean_plates/train/img_c539702aad6922576b7d__p001.png,clean,train,plate_40009f2fbb5fd8ffaef7b6da,train/images/103_jpg.rf.TXtUElv7ae2gt8uVdQjW.jpg,img_c539702aad6922576b7d,1,0,171,87,"[[0.6135416666666667, 0.773876404494382], [0.4354166666666668, 0.773876404494382], [0.4354166666666668, 0.8960674157303371], [0.6135416666666667, 0.8960674157303371]]",{}
motion_blurr_plate/train/img_c539702aad6922576b7d__p001.png,motion_blur,train,plate_40009f2fbb5fd8ffaef7b6da,train/images/103_jpg.rf.TXtUElv7ae2gt8uVdQjW.jpg,img_c539702aad6922576b7d,1,0,171,87,"[[0.6135416666666667, 0.773876404494382], [0.4354166666666668, 0.773876404494382], [0.4354166666666668, 0.8960674157303371], [0.6135416666666667, 0.8960674157303371]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 2.766871310741922, ""motion_angle_deg"": 39.682720448205146, ""motion_length_px"": 11}"
defocus_blurr_plate/train/img_c539702aad6922576b7d__p001.png,defocus_blur,train,plate_40009f2fbb5fd8ffaef7b6da,train/images/103_jpg.rf.TXtUElv7ae2gt8uVdQjW.jpg,img_c539702aad6922576b7d,1,0,171,87,"[[0.6135416666666667, 0.773876404494382], [0.4354166666666668, 0.773876404494382], [0.4354166666666668, 0.8960674157303371], [0.6135416666666667, 0.8960674157303371]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 2.766871310741922, ""motion_angle_deg"": 39.682720448205146, ""motion_length_px"": 11}"
gaussian_blurr_plate/train/img_c539702aad6922576b7d__p001.png,gaussian_blur,train,plate_40009f2fbb5fd8ffaef7b6da,train/images/103_jpg.rf.TXtUElv7ae2gt8uVdQjW.jpg,img_c539702aad6922576b7d,1,0,171,87,"[[0.6135416666666667, 0.773876404494382], [0.4354166666666668, 0.773876404494382], [0.4354166666666668, 0.8960674157303371], [0.6135416666666667, 0.8960674157303371]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 2.766871310741922, ""motion_angle_deg"": 39.682720448205146, ""motion_length_px"": 11}"
clean_plates/train/img_ca2bf5e703b6b876fb53__p001.png,clean,train,plate_970174ba06205e6d5998fef9,train/images/10457_png.rf.JywVEnYGq53UA23W0x8F.png,img_ca2bf5e703b6b876fb53,1,0,181,84,"[[0.5947281713344317, 0.4787830264211369], [0.4456342668863262, 0.4787830264211369], [0.4456342668863262, 0.5460368294635709], [0.5947281713344317, 0.5460368294635709]]",{}
motion_blurr_plate/train/img_ca2bf5e703b6b876fb53__p001.png,motion_blur,train,plate_970174ba06205e6d5998fef9,train/images/10457_png.rf.JywVEnYGq53UA23W0x8F.png,img_ca2bf5e703b6b876fb53,1,0,181,84,"[[0.5947281713344317, 0.4787830264211369], [0.4456342668863262, 0.4787830264211369], [0.4456342668863262, 0.5460368294635709], [0.5947281713344317, 0.5460368294635709]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.758050009603705, ""motion_angle_deg"": 31.548482775482714, ""motion_length_px"": 15}"
defocus_blurr_plate/train/img_ca2bf5e703b6b876fb53__p001.png,defocus_blur,train,plate_970174ba06205e6d5998fef9,train/images/10457_png.rf.JywVEnYGq53UA23W0x8F.png,img_ca2bf5e703b6b876fb53,1,0,181,84,"[[0.5947281713344317, 0.4787830264211369], [0.4456342668863262, 0.4787830264211369], [0.4456342668863262, 0.5460368294635709], [0.5947281713344317, 0.5460368294635709]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.758050009603705, ""motion_angle_deg"": 31.548482775482714, ""motion_length_px"": 15}"
gaussian_blurr_plate/train/img_ca2bf5e703b6b876fb53__p001.png,gaussian_blur,train,plate_970174ba06205e6d5998fef9,train/images/10457_png.rf.JywVEnYGq53UA23W0x8F.png,img_ca2bf5e703b6b876fb53,1,0,181,84,"[[0.5947281713344317, 0.4787830264211369], [0.4456342668863262, 0.4787830264211369], [0.4456342668863262, 0.5460368294635709], [0.5947281713344317, 0.5460368294635709]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.758050009603705, ""motion_angle_deg"": 31.548482775482714, ""motion_length_px"": 15}"
clean_plates/train/img_2bc5e785fd9736c6a116__p001.png,clean,train,plate_74c8b5bec6a440d4a54a00bd,train/images/106-jpg_jpg.rf.N4nLBxEI5Dlp78T8puG7.jpg,img_2bc5e785fd9736c6a116,1,0,363,838,"[[0.6915, 0.34766666666666685], [0.60075, 0.34766666666666685], [0.60075, 0.6270000000000001], [0.6915, 0.6270000000000001]]",{}
motion_blurr_plate/train/img_2bc5e785fd9736c6a116__p001.png,motion_blur,train,plate_74c8b5bec6a440d4a54a00bd,train/images/106-jpg_jpg.rf.N4nLBxEI5Dlp78T8puG7.jpg,img_2bc5e785fd9736c6a116,1,0,363,838,"[[0.6915, 0.34766666666666685], [0.60075, 0.34766666666666685], [0.60075, 0.6270000000000001], [0.6915, 0.6270000000000001]]","{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 120.0652156267823, ""motion_length_px"": 43}"
defocus_blurr_plate/train/img_2bc5e785fd9736c6a116__p001.png,defocus_blur,train,plate_74c8b5bec6a440d4a54a00bd,train/images/106-jpg_jpg.rf.N4nLBxEI5Dlp78T8puG7.jpg,img_2bc5e785fd9736c6a116,1,0,363,838,"[[0.6915, 0.34766666666666685], [0.60075, 0.34766666666666685], [0.60075, 0.6270000000000001], [0.6915, 0.6270000000000001]]","{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 120.0652156267823, ""motion_length_px"": 43}"
gaussian_blurr_plate/train/img_2bc5e785fd9736c6a116__p001.png,gaussian_blur,train,plate_74c8b5bec6a440d4a54a00bd,train/images/106-jpg_jpg.rf.N4nLBxEI5Dlp78T8puG7.jpg,img_2bc5e785fd9736c6a116,1,0,363,838,"[[0.6915, 0.34766666666666685], [0.60075, 0.34766666666666685], [0.60075, 0.6270000000000001], [0.6915, 0.6270000000000001]]","{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 120.0652156267823, ""motion_length_px"": 43}"
clean_plates/train/img_d1dbe442bdc647af42ed__p001.png,clean,train,plate_9b34303a833af03d78a9168a,train/images/10646_png.rf.ki7Rfa34DFwJ8oWHl3c6.png,img_d1dbe442bdc647af42ed,1,0,132,70,"[[0.8134592680047226, 0.7350649350649351], [0.6576151121605667, 0.7350649350649351], [0.6576151121605667, 0.825974025974026], [0.8134592680047226, 0.825974025974026]]",{}
motion_blurr_plate/train/img_d1dbe442bdc647af42ed__p001.png,motion_blur,train,plate_9b34303a833af03d78a9168a,train/images/10646_png.rf.ki7Rfa34DFwJ8oWHl3c6.png,img_d1dbe442bdc647af42ed,1,0,132,70,"[[0.8134592680047226, 0.7350649350649351], [0.6576151121605667, 0.7350649350649351], [0.6576151121605667, 0.825974025974026], [0.8134592680047226, 0.825974025974026]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 4.53196158759409, ""motion_angle_deg"": 70.54115108537421, ""motion_length_px"": 17}"
defocus_blurr_plate/train/img_d1dbe442bdc647af42ed__p001.png,defocus_blur,train,plate_9b34303a833af03d78a9168a,train/images/10646_png.rf.ki7Rfa34DFwJ8oWHl3c6.png,img_d1dbe442bdc647af42ed,1,0,132,70,"[[0.8134592680047226, 0.7350649350649351], [0.6576151121605667, 0.7350649350649351], [0.6576151121605667, 0.825974025974026], [0.8134592680047226, 0.825974025974026]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 4.53196158759409, ""motion_angle_deg"": 70.54115108537421, ""motion_length_px"": 17}"
gaussian_blurr_plate/train/img_d1dbe442bdc647af42ed__p001.png,gaussian_blur,train,plate_9b34303a833af03d78a9168a,train/images/10646_png.rf.ki7Rfa34DFwJ8oWHl3c6.png,img_d1dbe442bdc647af42ed,1,0,132,70,"[[0.8134592680047226, 0.7350649350649351], [0.6576151121605667, 0.7350649350649351], [0.6576151121605667, 0.825974025974026], [0.8134592680047226, 0.825974025974026]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 4.53196158759409, ""motion_angle_deg"": 70.54115108537421, ""motion_length_px"": 17}"
clean_plates/train/img_ca7e6a059c91dbf79a11__p001.png,clean,train,plate_dfbb6e32c0f0603b5fe90d10,train/images/106_jpg.rf.qi6zpNE5wgM9cyuTMt6s.jpg,img_ca7e6a059c91dbf79a11,1,0,168,90,"[[0.56875, 0.6567796610169492], [0.3937500000000001, 0.6567796610169492], [0.3937500000000001, 0.7838983050847458], [0.56875, 0.7838983050847458]]",{}
motion_blurr_plate/train/img_ca7e6a059c91dbf79a11__p001.png,motion_blur,train,plate_dfbb6e32c0f0603b5fe90d10,train/images/106_jpg.rf.qi6zpNE5wgM9cyuTMt6s.jpg,img_ca7e6a059c91dbf79a11,1,0,168,90,"[[0.56875, 0.6567796610169492], [0.3937500000000001, 0.6567796610169492], [0.3937500000000001, 0.7838983050847458], [0.56875, 0.7838983050847458]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.8141973364590607, ""motion_angle_deg"": 98.86678175930304, ""motion_length_px"": 17}"
defocus_blurr_plate/train/img_ca7e6a059c91dbf79a11__p001.png,defocus_blur,train,plate_dfbb6e32c0f0603b5fe90d10,train/images/106_jpg.rf.qi6zpNE5wgM9cyuTMt6s.jpg,img_ca7e6a059c91dbf79a11,1,0,168,90,"[[0.56875, 0.6567796610169492], [0.3937500000000001, 0.6567796610169492], [0.3937500000000001, 0.7838983050847458], [0.56875, 0.7838983050847458]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.8141973364590607, ""motion_angle_deg"": 98.86678175930304, ""motion_length_px"": 17}"
gaussian_blurr_plate/train/img_ca7e6a059c91dbf79a11__p001.png,gaussian_blur,train,plate_dfbb6e32c0f0603b5fe90d10,train/images/106_jpg.rf.qi6zpNE5wgM9cyuTMt6s.jpg,img_ca7e6a059c91dbf79a11,1,0,168,90,"[[0.56875, 0.6567796610169492], [0.3937500000000001, 0.6567796610169492], [0.3937500000000001, 0.7838983050847458], [0.56875, 0.7838983050847458]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.8141973364590607, ""motion_angle_deg"": 98.86678175930304, ""motion_length_px"": 17}"
clean_plates/train/img_7da019bc71a082821b53__p001.png,clean,train,plate_97950ba2349c47cd1a098470,train/images/1070_png.rf.mZ3eoNCkNM4GpR9B1VdV.png,img_7da019bc71a082821b53,1,0,147,74,"[[0.7238805970149254, 0.48068669527897007], [0.5044776119402985, 0.48068669527897007], [0.5044776119402985, 0.6394849785407727], [0.7238805970149254, 0.6394849785407728]]",{}
motion_blurr_plate/train/img_7da019bc71a082821b53__p001.png,motion_blur,train,plate_97950ba2349c47cd1a098470,train/images/1070_png.rf.mZ3eoNCkNM4GpR9B1VdV.png,img_7da019bc71a082821b53,1,0,147,74,"[[0.7238805970149254, 0.48068669527897007], [0.5044776119402985, 0.48068669527897007], [0.5044776119402985, 0.6394849785407727], [0.7238805970149254, 0.6394849785407728]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.111332092838924, ""motion_angle_deg"": 6.667194945590122, ""motion_length_px"": 13}"
defocus_blurr_plate/train/img_7da019bc71a082821b53__p001.png,defocus_blur,train,plate_97950ba2349c47cd1a098470,train/images/1070_png.rf.mZ3eoNCkNM4GpR9B1VdV.png,img_7da019bc71a082821b53,1,0,147,74,"[[0.7238805970149254, 0.48068669527897007], [0.5044776119402985, 0.48068669527897007], [0.5044776119402985, 0.6394849785407727], [0.7238805970149254, 0.6394849785407728]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.111332092838924, ""motion_angle_deg"": 6.667194945590122, ""motion_length_px"": 13}"
gaussian_blurr_plate/train/img_7da019bc71a082821b53__p001.png,gaussian_blur,train,plate_97950ba2349c47cd1a098470,train/images/1070_png.rf.mZ3eoNCkNM4GpR9B1VdV.png,img_7da019bc71a082821b53,1,0,147,74,"[[0.7238805970149254, 0.48068669527897007], [0.5044776119402985, 0.48068669527897007], [0.5044776119402985, 0.6394849785407727], [0.7238805970149254, 0.6394849785407728]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.111332092838924, ""motion_angle_deg"": 6.667194945590122, ""motion_length_px"": 13}"
clean_plates/train/img_089d2e041bf1eb650ee7__p001.png,clean,train,plate_5ff1efd7eb028dfcd205f31a,train/images/107_jpg.rf.ADsn04cMBAOuglDziBy0.jpg,img_089d2e041bf1eb650ee7,1,0,150,89,"[[0.5729166666666666, 0.6519274376417233], [0.4166666666666668, 0.6519274376417233], [0.4166666666666668, 0.7528344671201814], [0.5729166666666666, 0.7528344671201814]]",{}
motion_blurr_plate/train/img_089d2e041bf1eb650ee7__p001.png,motion_blur,train,plate_5ff1efd7eb028dfcd205f31a,train/images/107_jpg.rf.ADsn04cMBAOuglDziBy0.jpg,img_089d2e041bf1eb650ee7,1,0,150,89,"[[0.5729166666666666, 0.6519274376417233], [0.4166666666666668, 0.6519274376417233], [0.4166666666666668, 0.7528344671201814], [0.5729166666666666, 0.7528344671201814]]","{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 4.4756034553277955, ""motion_angle_deg"": 18.595519260523538, ""motion_length_px"": 19}"
defocus_blurr_plate/train/img_089d2e041bf1eb650ee7__p001.png,defocus_blur,train,plate_5ff1efd7eb028dfcd205f31a,train/images/107_jpg.rf.ADsn04cMBAOuglDziBy0.jpg,img_089d2e041bf1eb650ee7,1,0,150,89,"[[0.5729166666666666, 0.6519274376417233], [0.4166666666666668, 0.6519274376417233], [0.4166666666666668, 0.7528344671201814], [0.5729166666666666, 0.7528344671201814]]","{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 4.4756034553277955, ""motion_angle_deg"": 18.595519260523538, ""motion_length_px"": 19}"
gaussian_blurr_plate/train/img_089d2e041bf1eb650ee7__p001.png,gaussian_blur,train,plate_5ff1efd7eb028dfcd205f31a,train/images/107_jpg.rf.ADsn04cMBAOuglDziBy0.jpg,img_089d2e041bf1eb650ee7,1,0,150,89,"[[0.5729166666666666, 0.6519274376417233], [0.4166666666666668, 0.6519274376417233], [0.4166666666666668, 0.7528344671201814], [0.5729166666666666, 0.7528344671201814]]","{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 4.4756034553277955, ""motion_angle_deg"": 18.595519260523538, ""motion_length_px"": 19}"
clean_plates/train/img_a454629d0c6246102883__p001.png,clean,train,plate_dfac81fabbe4f2273c2e69f3,train/images/108-jpg_jpg.rf.CpZLBCczNR8IVvqrWq1f.jpg,img_a454629d0c6246102883,1,0,137,270,"[[0.841, 0.45566666666666683], [0.80675, 0.45566666666666683], [0.80675, 0.5456666666666669], [0.841, 0.5456666666666669]]",{}
motion_blurr_plate/train/img_a454629d0c6246102883__p001.png,motion_blur,train,plate_dfac81fabbe4f2273c2e69f3,train/images/108-jpg_jpg.rf.CpZLBCczNR8IVvqrWq1f.jpg,img_a454629d0c6246102883,1,0,137,270,"[[0.841, 0.45566666666666683], [0.80675, 0.45566666666666683], [0.80675, 0.5456666666666669], [0.841, 0.5456666666666669]]","{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 70.01354294765343, ""motion_length_px"": 31}"
defocus_blurr_plate/train/img_a454629d0c6246102883__p001.png,defocus_blur,train,plate_dfac81fabbe4f2273c2e69f3,train/images/108-jpg_jpg.rf.CpZLBCczNR8IVvqrWq1f.jpg,img_a454629d0c6246102883,1,0,137,270,"[[0.841, 0.45566666666666683], [0.80675, 0.45566666666666683], [0.80675, 0.5456666666666669], [0.841, 0.5456666666666669]]","{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 70.01354294765343, ""motion_length_px"": 31}"
gaussian_blurr_plate/train/img_a454629d0c6246102883__p001.png,gaussian_blur,train,plate_dfac81fabbe4f2273c2e69f3,train/images/108-jpg_jpg.rf.CpZLBCczNR8IVvqrWq1f.jpg,img_a454629d0c6246102883,1,0,137,270,"[[0.841, 0.45566666666666683], [0.80675, 0.45566666666666683], [0.80675, 0.5456666666666669], [0.841, 0.5456666666666669]]","{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 70.01354294765343, ""motion_length_px"": 31}"
clean_plates/train/img_6dc31eded49b2707bbec__p001.png,clean,train,plate_e30c4d81b7d9d8dcb8f4deb7,train/images/108_jpg.rf.dVeQDfOv9I1xuMhp3W4h.jpg,img_6dc31eded49b2707bbec,1,0,534,246,"[[0.78125, 0.5194444444444445], [0.22500000000000006, 0.5194444444444445], [0.22500000000000006, 0.8611111111111112], [0.78125, 0.8611111111111112]]",{}
motion_blurr_plate/train/img_6dc31eded49b2707bbec__p001.png,motion_blur,train,plate_e30c4d81b7d9d8dcb8f4deb7,train/images/108_jpg.rf.dVeQDfOv9I1xuMhp3W4h.jpg,img_6dc31eded49b2707bbec,1,0,534,246,"[[0.78125, 0.5194444444444445], [0.22500000000000006, 0.5194444444444445], [0.22500000000000006, 0.8611111111111112], [0.78125, 0.8611111111111112]]","{""defocus_radius_px"": 11, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 65.89510584174305, ""motion_length_px"": 41}"
defocus_blurr_plate/train/img_6dc31eded49b2707bbec__p001.png,defocus_blur,train,plate_e30c4d81b7d9d8dcb8f4deb7,train/images/108_jpg.rf.dVeQDfOv9I1xuMhp3W4h.jpg,img_6dc31eded49b2707bbec,1,0,534,246,"[[0.78125, 0.5194444444444445], [0.22500000000000006, 0.5194444444444445], [0.22500000000000006, 0.8611111111111112], [0.78125, 0.8611111111111112]]","{""defocus_radius_px"": 11, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 65.89510584174305, ""motion_length_px"": 41}"
gaussian_blurr_plate/train/img_6dc31eded49b2707bbec__p001.png,gaussian_blur,train,plate_e30c4d81b7d9d8dcb8f4deb7,train/images/108_jpg.rf.dVeQDfOv9I1xuMhp3W4h.jpg,img_6dc31eded49b2707bbec,1,0,534,246,"[[0.78125, 0.5194444444444445], [0.22500000000000006, 0.5194444444444445], [0.22500000000000006, 0.8611111111111112], [0.78125, 0.8611111111111112]]","{""defocus_radius_px"": 11, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 65.89510584174305, ""motion_length_px"": 41}"
clean_plates/train/img_5627fdd755e6a439446e__p001.png,clean,train,plate_f062b5311aea0b6e650608c9,train/images/10970_png.rf.4rz9oSKTDiLuhZ8MF1Fz.png,img_5627fdd755e6a439446e,1,0,153,81,"[[0.5389755011135858, 0.6900473933649289], [0.368596881959911, 0.6900473933649289], [0.368596881959911, 0.7668246445497631], [0.5389755011135858, 0.7668246445497631]]",{}
motion_blurr_plate/train/img_5627fdd755e6a439446e__p001.png,motion_blur,train,plate_f062b5311aea0b6e650608c9,train/images/10970_png.rf.4rz9oSKTDiLuhZ8MF1Fz.png,img_5627fdd755e6a439446e,1,0,153,81,"[[0.5389755011135858, 0.6900473933649289], [0.368596881959911, 0.6900473933649289], [0.368596881959911, 0.7668246445497631], [0.5389755011135858, 0.7668246445497631]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.155867613600558, ""motion_angle_deg"": 97.09079102316775, ""motion_length_px"": 15}"
defocus_blurr_plate/train/img_5627fdd755e6a439446e__p001.png,defocus_blur,train,plate_f062b5311aea0b6e650608c9,train/images/10970_png.rf.4rz9oSKTDiLuhZ8MF1Fz.png,img_5627fdd755e6a439446e,1,0,153,81,"[[0.5389755011135858, 0.6900473933649289], [0.368596881959911, 0.6900473933649289], [0.368596881959911, 0.7668246445497631], [0.5389755011135858, 0.7668246445497631]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.155867613600558, ""motion_angle_deg"": 97.09079102316775, ""motion_length_px"": 15}"
gaussian_blurr_plate/train/img_5627fdd755e6a439446e__p001.png,gaussian_blur,train,plate_f062b5311aea0b6e650608c9,train/images/10970_png.rf.4rz9oSKTDiLuhZ8MF1Fz.png,img_5627fdd755e6a439446e,1,0,153,81,"[[0.5389755011135858, 0.6900473933649289], [0.368596881959911, 0.6900473933649289], [0.368596881959911, 0.7668246445497631], [0.5389755011135858, 0.7668246445497631]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.155867613600558, ""motion_angle_deg"": 97.09079102316775, ""motion_length_px"": 15}"
clean_plates/train/img_1afc2686582a72a0cf7d__p001.png,clean,train,plate_6a6ffd9e1054b8de46739efa,train/images/11037_png.rf.O2AiGQamelO1rW1lWoqy.png,img_1afc2686582a72a0cf7d,1,0,162,87,"[[0.5789473684210527, 0.5896103896103897], [0.3281733746130031, 0.5896103896103896], [0.32817337461300317, 0.8155844155844156], [0.5789473684210527, 0.8155844155844156]]",{}
motion_blurr_plate/train/img_1afc2686582a72a0cf7d__p001.png,motion_blur,train,plate_6a6ffd9e1054b8de46739efa,train/images/11037_png.rf.O2AiGQamelO1rW1lWoqy.png,img_1afc2686582a72a0cf7d,1,0,162,87,"[[0.5789473684210527, 0.5896103896103897], [0.3281733746130031, 0.5896103896103896], [0.32817337461300317, 0.8155844155844156], [0.5789473684210527, 0.8155844155844156]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 4.807965416564816, ""motion_angle_deg"": 69.08426014992341, ""motion_length_px"": 13}"
