filename,words,split,plate_id
motion_blurr_plate/test/img_4076443a1416be8ab939__p001.png,,test,plate_05c326ea79f845742231dc50
clean_plates/test/img_f9413ab6e52c45d6812f__p001.png,,test,plate_0753a81ada952717ffb8acbb
defocus_blurr_plate/test/img_f9413ab6e52c45d6812f__p001.png,,test,plate_0753a81ada952717ffb8acbb
gaussian_blurr_plate/test/img_f9413ab6e52c45d6812f__p001.png,,test,plate_0753a81ada952717ffb8acbb
motion_blurr_plate/test/img_f9413ab6e52c45d6812f__p001.png,,test,plate_0753a81ada952717ffb8acbb
clean_plates/test/img_5d76736096d460526b5f__p001.png,,test,plate_08222d1d41e36771fe203741
defocus_blurr_plate/test/img_5d76736096d460526b5f__p001.png,,test,plate_08222d1d41e36771fe203741
gaussian_blurr_plate/test/img_5d76736096d460526b5f__p001.png,,test,plate_08222d1d41e36771fe203741
motion_blurr_plate/test/img_5d76736096d460526b5f__p001.png,,test,plate_08222d1d41e36771fe203741
clean_plates/test/img_0bfdb0859b7588e27fff__p001.png,,test,plate_087469df9283b1927c70dfe4
defocus_blurr_plate/test/img_0bfdb0859b7588e27fff__p001.png,,test,plate_087469df9283b1927c70dfe4
gaussian_blurr_plate/test/img_0bfdb0859b7588e27fff__p001.png,,test,plate_087469df9283b1927c70dfe4
motion_blurr_plate/test/img_0bfdb0859b7588e27fff__p001.png,,test,plate_087469df9283b1927c70dfe4
clean_plates/test/img_4d3b00a3453d3d19f8fd__p001.png,,test,plate_094425fcbfc7d3e885bfadae
defocus_blurr_plate/test/img_4d3b00a3453d3d19f8fd__p001.png,,test,plate_094425fcbfc7d3e885bfadae
gaussian_blurr_plate/test/img_4d3b00a3453d3d19f8fd__p001.png,,test,plate_094425fcbfc7d3e885bfadae
motion_blurr_plate/test/img_4d3b00a3453d3d19f8fd__p001.png,,test,plate_094425fcbfc7d3e885bfadae
clean_plates/test/img_27323febdeb95976056d__p001.png,,test,plate_09658f6afae624f5509859a4
defocus_blurr_plate/test/img_27323febdeb95976056d__p001.png,,test,plate_09658f6afae624f5509859a4
gaussian_blurr_plate/test/img_27323febdeb95976056d__p001.png,,test,plate_09658f6afae624f5509859a4
motion_blurr_plate/test/img_27323febdeb95976056d__p001.png,,test,plate_09658f6afae624f5509859a4
clean_plates/test/img_da11f9b7b3cd746e14a4__p001.png,,test,plate_0a1621707ada9fcd71e5efcf
defocus_blurr_plate/test/img_da11f9b7b3cd746e14a4__p001.png,,test,plate_0a1621707ada9fcd71e5efcf
gaussian_blurr_plate/test/img_da11f9b7b3cd746e14a4__p001.png,,test,plate_0a1621707ada9fcd71e5efcf
motion_blurr_plate/test/img_da11f9b7b3cd746e14a4__p001.png,,test,plate_0a1621707ada9fcd71e5efcf
clean_plates/test/img_34904b2b7e6c65e77098__p001.png,,test,plate_0a586064b3342ac0eb02d6e8
defocus_blurr_plate/test/img_34904b2b7e6c65e77098__p001.png,,test,plate_0a586064b3342ac0eb02d6e8
gaussian_blurr_plate/test/img_34904b2b7e6c65e77098__p001.png,,test,plate_0a586064b3342ac0eb02d6e8
motion_blurr_plate/test/img_34904b2b7e6c65e77098__p001.png,,test,plate_0a586064b3342ac0eb02d6e8
clean_plates/test/img_453a3dbce77605885e55__p001.png,,test,plate_0a88b6c52c96187ca3f8a426
defocus_blurr_plate/test/img_453a3dbce77605885e55__p001.png,,test,plate_0a88b6c52c96187ca3f8a426
gaussian_blurr_plate/test/img_453a3dbce77605885e55__p001.png,,test,plate_0a88b6c52c96187ca3f8a426
motion_blurr_plate/test/img_453a3dbce77605885e55__p001.png,,test,plate_0a88b6c52c96187ca3f8a426
clean_plates/test/img_a8015544dee76ecefa0d__p001.png,,test,plate_0a8b83451b03caa499d33f19
defocus_blurr_plate/test/img_a8015544dee76ecefa0d__p001.png,,test,plate_0a8b83451b03caa499d33f19
gaussian_blurr_plate/test/img_a8015544dee76ecefa0d__p001.png,,test,plate_0a8b83451b03caa499d33f19
motion_blurr_plate/test/img_a8015544dee76ecefa0d__p001.png,,test,plate_0a8b83451b03caa499d33f19
clean_plates/test/img_e43b939d070d339025f7__p002.png,,test,plate_0bc97b9e16ba890e43ea1aec
defocus_blurr_plate/test/img_e43b939d070d339025f7__p002.png,,test,plate_0bc97b9e16ba890e43ea1aec
gaussian_blurr_plate/test/img_e43b939d070d339025f7__p002.png,,test,plate_0bc97b9e16ba890e43ea1aec
motion_blurr_plate/test/img_e43b939d070d339025f7__p002.png,,test,plate_0bc97b9e16ba890e43ea1aec
clean_plates/test/img_2405b3f8fb06f18428ca__p001.png,,test,plate_0be9fa62e9889b31061ee289
defocus_blurr_plate/test/img_2405b3f8fb06f18428ca__p001.png,,test,plate_0be9fa62e9889b31061ee289
gaussian_blurr_plate/test/img_2405b3f8fb06f18428ca__p001.png,,test,plate_0be9fa62e9889b31061ee289
motion_blurr_plate/test/img_2405b3f8fb06f18428ca__p001.png,,test,plate_0be9fa62e9889b31061ee289
clean_plates/test/img_0b832ba503d135ca51b0__p001.png,,test,plate_0c13525207b390709d5e39e5
defocus_blurr_plate/test/img_0b832ba503d135ca51b0__p001.png,,test,plate_0c13525207b390709d5e39e5
gaussian_blurr_plate/test/img_0b832ba503d135ca51b0__p001.png,,test,plate_0c13525207b390709d5e39e5
motion_blurr_plate/test/img_0b832ba503d135ca51b0__p001.png,,test,plate_0c13525207b390709d5e39e5
clean_plates/test/img_b2e717c39f4685827c97__p001.png,,test,plate_0dc5fd4f065bd662adeab2c3
defocus_blurr_plate/test/img_b2e717c39f4685827c97__p001.png,,test,plate_0dc5fd4f065bd662adeab2c3
gaussian_blurr_plate/test/img_b2e717c39f4685827c97__p001.png,,test,plate_0dc5fd4f065bd662adeab2c3
motion_blurr_plate/test/img_b2e717c39f4685827c97__p001.png,,test,plate_0dc5fd4f065bd662adeab2c3
clean_plates/test/img_714b089c50f98a81e91b__p001.png,,test,plate_0ee1a84ae0c843c95189861a
defocus_blurr_plate/test/img_714b089c50f98a81e91b__p001.png,,test,plate_0ee1a84ae0c843c95189861a
gaussian_blurr_plate/test/img_714b089c50f98a81e91b__p001.png,,test,plate_0ee1a84ae0c843c95189861a
motion_blurr_plate/test/img_714b089c50f98a81e91b__p001.png,,test,plate_0ee1a84ae0c843c95189861a
clean_plates/test/img_a66c0861e074d6877d94__p001.png,,test,plate_0f5d8109b587641d45223e62
defocus_blurr_plate/test/img_a66c0861e074d6877d94__p001.png,,test,plate_0f5d8109b587641d45223e62
gaussian_blurr_plate/test/img_a66c0861e074d6877d94__p001.png,,test,plate_0f5d8109b587641d45223e62
motion_blurr_plate/test/img_a66c0861e074d6877d94__p001.png,,test,plate_0f5d8109b587641d45223e62
clean_plates/test/img_685c6ed0dc9a3a347906__p001.png,,test,plate_10d4d0f73a2d60ab7f128d8f
defocus_blurr_plate/test/img_685c6ed0dc9a3a347906__p001.png,,test,plate_10d4d0f73a2d60ab7f128d8f
gaussian_blurr_plate/test/img_685c6ed0dc9a3a347906__p001.png,,test,plate_10d4d0f73a2d60ab7f128d8f
motion_blurr_plate/test/img_685c6ed0dc9a3a347906__p001.png,,test,plate_10d4d0f73a2d60ab7f128d8f
clean_plates/test/img_b43ff844e46f6cd528af__p001.png,,test,plate_112b623435c7cc4c8b6fe760
defocus_blurr_plate/test/img_b43ff844e46f6cd528af__p001.png,,test,plate_112b623435c7cc4c8b6fe760
gaussian_blurr_plate/test/img_b43ff844e46f6cd528af__p001.png,,test,plate_112b623435c7cc4c8b6fe760
motion_blurr_plate/test/img_b43ff844e46f6cd528af__p001.png,,test,plate_112b623435c7cc4c8b6fe760
clean_plates/test/img_fddeda1e2d291c0129ab__p001.png,,test,plate_1151d9a452c566aaf1fd62f2
defocus_blurr_plate/test/img_fddeda1e2d291c0129ab__p001.png,,test,plate_1151d9a452c566aaf1fd62f2
gaussian_blurr_plate/test/img_fddeda1e2d291c0129ab__p001.png,,test,plate_1151d9a452c566aaf1fd62f2
motion_blurr_plate/test/img_fddeda1e2d291c0129ab__p001.png,,test,plate_1151d9a452c566aaf1fd62f2
clean_plates/test/img_f90a0f29761e0e118450__p001.png,,test,plate_118f2dd341c841cedd8a98c2
defocus_blurr_plate/test/img_f90a0f29761e0e118450__p001.png,,test,plate_118f2dd341c841cedd8a98c2
gaussian_blurr_plate/test/img_f90a0f29761e0e118450__p001.png,,test,plate_118f2dd341c841cedd8a98c2
motion_blurr_plate/test/img_f90a0f29761e0e118450__p001.png,,test,plate_118f2dd341c841cedd8a98c2
clean_plates/test/img_564354daa54b92c31d75__p001.png,,test,plate_119a8b692d89a83bf51196ab
defocus_blurr_plate/test/img_564354daa54b92c31d75__p001.png,,test,plate_119a8b692d89a83bf51196ab
gaussian_blurr_plate/test/img_564354daa54b92c31d75__p001.png,,test,plate_119a8b692d89a83bf51196ab
motion_blurr_plate/test/img_564354daa54b92c31d75__p001.png,,test,plate_119a8b692d89a83bf51196ab
clean_plates/test/img_08887fb9211f2ac1c4ff__p001.png,,test,plate_120da2ed0fb181f1bda054b8
defocus_blurr_plate/test/img_08887fb9211f2ac1c4ff__p001.png,,test,plate_120da2ed0fb181f1bda054b8
gaussian_blurr_plate/test/img_08887fb9211f2ac1c4ff__p001.png,,test,plate_120da2ed0fb181f1bda054b8
motion_blurr_plate/test/img_08887fb9211f2ac1c4ff__p001.png,,test,plate_120da2ed0fb181f1bda054b8
clean_plates/test/img_82297a0fbed31c81e329__p001.png,,test,plate_121eb04ffe9c7942d3d21143
defocus_blurr_plate/test/img_82297a0fbed31c81e329__p001.png,,test,plate_121eb04ffe9c7942d3d21143
gaussian_blurr_plate/test/img_82297a0fbed31c81e329__p001.png,,test,plate_121eb04ffe9c7942d3d21143
motion_blurr_plate/test/img_82297a0fbed31c81e329__p001.png,,test,plate_121eb04ffe9c7942d3d21143
clean_plates/test/img_8e654243e6beb115ce09__p002.png,,test,plate_12c0da66476184f5f1cdfedd
defocus_blurr_plate/test/img_8e654243e6beb115ce09__p002.png,,test,plate_12c0da66476184f5f1cdfedd
gaussian_blurr_plate/test/img_8e654243e6beb115ce09__p002.png,,test,plate_12c0da66476184f5f1cdfedd
motion_blurr_plate/test/img_8e654243e6beb115ce09__p002.png,,test,plate_12c0da66476184f5f1cdfedd
clean_plates/test/img_9f135110bd072760ed02__p001.png,,test,plate_132f7cac9ed06fca0e12e8e6
defocus_blurr_plate/test/img_9f135110bd072760ed02__p001.png,,test,plate_132f7cac9ed06fca0e12e8e6
gaussian_blurr_plate/test/img_9f135110bd072760ed02__p001.png,,test,plate_132f7cac9ed06fca0e12e8e6
motion_blurr_plate/test/img_9f135110bd072760ed02__p001.png,,test,plate_132f7cac9ed06fca0e12e8e6
clean_plates/test/img_d08ba3d8c4cef860222e__p001.png,,test,plate_13b0915a794aee13dd71641a
defocus_blurr_plate/test/img_d08ba3d8c4cef860222e__p001.png,,test,plate_13b0915a794aee13dd71641a
gaussian_blurr_plate/test/img_d08ba3d8c4cef860222e__p001.png,,test,plate_13b0915a794aee13dd71641a
motion_blurr_plate/test/img_d08ba3d8c4cef860222e__p001.png,,test,plate_13b0915a794aee13dd71641a
clean_plates/test/img_13a6f4ae02362c93354d__p001.png,,test,plate_13fdbda357d11f7a5bbe784d
defocus_blurr_plate/test/img_13a6f4ae02362c93354d__p001.png,,test,plate_13fdbda357d11f7a5bbe784d
gaussian_blurr_plate/test/img_13a6f4ae02362c93354d__p001.png,,test,plate_13fdbda357d11f7a5bbe784d
motion_blurr_plate/test/img_13a6f4ae02362c93354d__p001.png,,test,plate_13fdbda357d11f7a5bbe784d
clean_plates/test/img_a06a609f9e735602b11f__p001.png,,test,plate_141237d35ddc6a7540cb522f
defocus_blurr_plate/test/img_a06a609f9e735602b11f__p001.png,,test,plate_141237d35ddc6a7540cb522f
gaussian_blurr_plate/test/img_a06a609f9e735602b11f__p001.png,,test,plate_141237d35ddc6a7540cb522f
motion_blurr_plate/test/img_a06a609f9e735602b11f__p001.png,,test,plate_141237d35ddc6a7540cb522f
clean_plates/test/img_5e9086e58d0e78fde41a__p001.png,,test,plate_147b4379273f56593b3dbdfa
defocus_blurr_plate/test/img_5e9086e58d0e78fde41a__p001.png,,test,plate_147b4379273f56593b3dbdfa
gaussian_blurr_plate/test/img_5e9086e58d0e78fde41a__p001.png,,test,plate_147b4379273f56593b3dbdfa
motion_blurr_plate/test/img_5e9086e58d0e78fde41a__p001.png,,test,plate_147b4379273f56593b3dbdfa
clean_plates/test/img_92a8758c59bb8057e21f__p001.png,,test,plate_14a95e7e4c81634c10a4b32e
defocus_blurr_plate/test/img_92a8758c59bb8057e21f__p001.png,,test,plate_14a95e7e4c81634c10a4b32e
gaussian_blurr_plate/test/img_92a8758c59bb8057e21f__p001.png,,test,plate_14a95e7e4c81634c10a4b32e
motion_blurr_plate/test/img_92a8758c59bb8057e21f__p001.png,,test,plate_14a95e7e4c81634c10a4b32e
clean_plates/test/img_ef3df17b585f9631dcbf__p001.png,,test,plate_14aa0df746addbc560b2a758
defocus_blurr_plate/test/img_ef3df17b585f9631dcbf__p001.png,,test,plate_14aa0df746addbc560b2a758
gaussian_blurr_plate/test/img_ef3df17b585f9631dcbf__p001.png,,test,plate_14aa0df746addbc560b2a758
motion_blurr_plate/test/img_ef3df17b585f9631dcbf__p001.png,,test,plate_14aa0df746addbc560b2a758
clean_plates/test/img_8f2ab14aa7db182de57c__p001.png,,test,plate_14e3710089d007fb06927ba4
defocus_blurr_plate/test/img_8f2ab14aa7db182de57c__p001.png,,test,plate_14e3710089d007fb06927ba4
gaussian_blurr_plate/test/img_8f2ab14aa7db182de57c__p001.png,,test,plate_14e3710089d007fb06927ba4
motion_blurr_plate/test/img_8f2ab14aa7db182de57c__p001.png,,test,plate_14e3710089d007fb06927ba4
clean_plates/test/img_b24927855aa28a974e5d__p001.png,,test,plate_154912246cf246761f06f3b4
defocus_blurr_plate/test/img_b24927855aa28a974e5d__p001.png,,test,plate_154912246cf246761f06f3b4
gaussian_blurr_plate/test/img_b24927855aa28a974e5d__p001.png,,test,plate_154912246cf246761f06f3b4
motion_blurr_plate/test/img_b24927855aa28a974e5d__p001.png,,test,plate_154912246cf246761f06f3b4
clean_plates/test/img_f9962e22d7e391597fc0__p001.png,,test,plate_15bb246c661d70f133d508d1
defocus_blurr_plate/test/img_f9962e22d7e391597fc0__p001.png,,test,plate_15bb246c661d70f133d508d1
gaussian_blurr_plate/test/img_f9962e22d7e391597fc0__p001.png,,test,plate_15bb246c661d70f133d508d1
motion_blurr_plate/test/img_f9962e22d7e391597fc0__p001.png,,test,plate_15bb246c661d70f133d508d1
clean_plates/test/img_970aabbd2fa8cf58e121__p001.png,,test,plate_160faa019eaf939ce9fd084b
defocus_blurr_plate/test/img_970aabbd2fa8cf58e121__p001.png,,test,plate_160faa019eaf939ce9fd084b
gaussian_blurr_plate/test/img_970aabbd2fa8cf58e121__p001.png,,test,plate_160faa019eaf939ce9fd084b
motion_blurr_plate/test/img_970aabbd2fa8cf58e121__p001.png,,test,plate_160faa019eaf939ce9fd084b
clean_plates/test/img_90786f5c6c14d202eba5__p001.png,,test,plate_1634aa3e5a0251c2148136cb
defocus_blurr_plate/test/img_90786f5c6c14d202eba5__p001.png,,test,plate_1634aa3e5a0251c2148136cb
gaussian_blurr_plate/test/img_90786f5c6c14d202eba5__p001.png,,test,plate_1634aa3e5a0251c2148136cb
motion_blurr_plate/test/img_90786f5c6c14d202eba5__p001.png,,test,plate_1634aa3e5a0251c2148136cb
clean_plates/test/img_301c7d4c9905226ea93b__p001.png,,test,plate_17703fcc26fad72579f55bb7
defocus_blurr_plate/test/img_301c7d4c9905226ea93b__p001.png,,test,plate_17703fcc26fad72579f55bb7
gaussian_blurr_plate/test/img_301c7d4c9905226ea93b__p001.png,,test,plate_17703fcc26fad72579f55bb7
motion_blurr_plate/test/img_301c7d4c9905226ea93b__p001.png,,test,plate_17703fcc26fad72579f55bb7
clean_plates/test/img_b3428d60ae7b4b0ce6e4__p002.png,,test,plate_177b859cc567e4f8a486b029
defocus_blurr_plate/test/img_b3428d60ae7b4b0ce6e4__p002.png,,test,plate_177b859cc567e4f8a486b029
gaussian_blurr_plate/test/img_b3428d60ae7b4b0ce6e4__p002.png,,test,plate_177b859cc567e4f8a486b029
motion_blurr_plate/test/img_b3428d60ae7b4b0ce6e4__p002.png,,test,plate_177b859cc567e4f8a486b029
clean_plates/test/img_ea68a56baf907ec03b34__p001.png,,test,plate_17cf113dca280cc0fb3f2f88
defocus_blurr_plate/test/img_ea68a56baf907ec03b34__p001.png,,test,plate_17cf113dca280cc0fb3f2f88
gaussian_blurr_plate/test/img_ea68a56baf907ec03b34__p001.png,,test,plate_17cf113dca280cc0fb3f2f88
motion_blurr_plate/test/img_ea68a56baf907ec03b34__p001.png,,test,plate_17cf113dca280cc0fb3f2f88
clean_plates/test/img_9878aabc8787bf5ad679__p001.png,,test,plate_17ec10f22c1b4a99a3f2ce24
defocus_blurr_plate/test/img_9878aabc8787bf5ad679__p001.png,,test,plate_17ec10f22c1b4a99a3f2ce24
gaussian_blurr_plate/test/img_9878aabc8787bf5ad679__p001.png,,test,plate_17ec10f22c1b4a99a3f2ce24
motion_blurr_plate/test/img_9878aabc8787bf5ad679__p001.png,,test,plate_17ec10f22c1b4a99a3f2ce24
clean_plates/test/img_e0bab5a4ee31ab7a3157__p001.png,,test,plate_19a0be6188f6f747ba42adb4
defocus_blurr_plate/test/img_e0bab5a4ee31ab7a3157__p001.png,,test,plate_19a0be6188f6f747ba42adb4
gaussian_blurr_plate/test/img_e0bab5a4ee31ab7a3157__p001.png,,test,plate_19a0be6188f6f747ba42adb4
motion_blurr_plate/test/img_e0bab5a4ee31ab7a3157__p001.png,,test,plate_19a0be6188f6f747ba42adb4
clean_plates/test/img_fb497fefb5ba9ef325c7__p001.png,,test,plate_19a88399f54ad7bed8f771f1
defocus_blurr_plate/test/img_fb497fefb5ba9ef325c7__p001.png,,test,plate_19a88399f54ad7bed8f771f1
gaussian_blurr_plate/test/img_fb497fefb5ba9ef325c7__p001.png,,test,plate_19a88399f54ad7bed8f771f1
motion_blurr_plate/test/img_fb497fefb5ba9ef325c7__p001.png,,test,plate_19a88399f54ad7bed8f771f1
clean_plates/test/img_56fa3a30cbefa3570b49__p001.png,,test,plate_1a454ad93a20379c698e0308
defocus_blurr_plate/test/img_56fa3a30cbefa3570b49__p001.png,,test,plate_1a454ad93a20379c698e0308
gaussian_blurr_plate/test/img_56fa3a30cbefa3570b49__p001.png,,test,plate_1a454ad93a20379c698e0308
motion_blurr_plate/test/img_56fa3a30cbefa3570b49__p001.png,,test,plate_1a454ad93a20379c698e0308
clean_plates/test/img_006ca5fd00a06d33f7cb__p001.png,,test,plate_1a5f1381ed0d8eaefcae9034
defocus_blurr_plate/test/img_006ca5fd00a06d33f7cb__p001.png,,test,plate_1a5f1381ed0d8eaefcae9034
gaussian_blurr_plate/test/img_006ca5fd00a06d33f7cb__p001.png,,test,plate_1a5f1381ed0d8eaefcae9034
motion_blurr_plate/test/img_006ca5fd00a06d33f7cb__p001.png,,test,plate_1a5f1381ed0d8eaefcae9034
clean_plates/test/img_4e2d29960d3e11ac2199__p001.png,,test,plate_1c9ed81a53cdfa41acf787b3
defocus_blurr_plate/test/img_4e2d29960d3e11ac2199__p001.png,,test,plate_1c9ed81a53cdfa41acf787b3
gaussian_blurr_plate/test/img_4e2d29960d3e11ac2199__p001.png,,test,plate_1c9ed81a53cdfa41acf787b3
motion_blurr_plate/test/img_4e2d29960d3e11ac2199__p001.png,,test,plate_1c9ed81a53cdfa41acf787b3
clean_plates/test/img_2ff916d9aa396bc2c68b__p001.png,,test,plate_1ca48bc81eae9a54f3f5a95a
defocus_blurr_plate/test/img_2ff916d9aa396bc2c68b__p001.png,,test,plate_1ca48bc81eae9a54f3f5a95a
gaussian_blurr_plate/test/img_2ff916d9aa396bc2c68b__p001.png,,test,plate_1ca48bc81eae9a54f3f5a95a
motion_blurr_plate/test/img_2ff916d9aa396bc2c68b__p001.png,,test,plate_1ca48bc81eae9a54f3f5a95a
clean_plates/test/img_f3aaf440fc119975af82__p001.png,,test,plate_1cc11577357ac7c435dd8f5c
defocus_blurr_plate/test/img_f3aaf440fc119975af82__p001.png,,test,plate_1cc11577357ac7c435dd8f5c
gaussian_blurr_plate/test/img_f3aaf440fc119975af82__p001.png,,test,plate_1cc11577357ac7c435dd8f5c
motion_blurr_plate/test/img_f3aaf440fc119975af82__p001.png,,test,plate_1cc11577357ac7c435dd8f5c
clean_plates/test/img_4e777be8e10f5eb051ff__p001.png,,test,plate_1cfd42e99bbdade6f1c7a630
defocus_blurr_plate/test/img_4e777be8e10f5eb051ff__p001.png,,test,plate_1cfd42e99bbdade6f1c7a630
gaussian_blurr_plate/test/img_4e777be8e10f5eb051ff__p001.png,,test,plate_1cfd42e99bbdade6f1c7a630
motion_blurr_plate/test/img_4e777be8e10f5eb051ff__p001.png,,test,plate_1cfd42e99bbdade6f1c7a630
clean_plates/test/img_4f404e3ea8451b6d01e4__p001.png,,test,plate_1d387607082e728b5b6c8361
defocus_blurr_plate/test/img_4f404e3ea8451b6d01e4__p001.png,,test,plate_1d387607082e728b5b6c8361
gaussian_blurr_plate/test/img_4f404e3ea8451b6d01e4__p001.png,,test,plate_1d387607082e728b5b6c8361
motion_blurr_plate/test/img_4f404e3ea8451b6d01e4__p001.png,,test,plate_1d387607082e728b5b6c8361
clean_plates/test/img_5f529016e5ea6db10259__p001.png,,test,plate_1e2c4eb8f25c5ecc5f1dfd8b
defocus_blurr_plate/test/img_5f529016e5ea6db10259__p001.png,,test,plate_1e2c4eb8f25c5ecc5f1dfd8b
gaussian_blurr_plate/test/img_5f529016e5ea6db10259__p001.png,,test,plate_1e2c4eb8f25c5ecc5f1dfd8b
motion_blurr_plate/test/img_5f529016e5ea6db10259__p001.png,,test,plate_1e2c4eb8f25c5ecc5f1dfd8b
clean_plates/test/img_ce71f563406cabad4ad0__p001.png,,test,plate_1e5cfb0590f96504427af514
defocus_blurr_plate/test/img_ce71f563406cabad4ad0__p001.png,,test,plate_1e5cfb0590f96504427af514
gaussian_blurr_plate/test/img_ce71f563406cabad4ad0__p001.png,,test,plate_1e5cfb0590f96504427af514
motion_blurr_plate/test/img_ce71f563406cabad4ad0__p001.png,,test,plate_1e5cfb0590f96504427af514
clean_plates/test/img_2a790b95e417680a8ef6__p001.png,,test,plate_1e7d736ce6cbea362c65dfb8
defocus_blurr_plate/test/img_2a790b95e417680a8ef6__p001.png,,test,plate_1e7d736ce6cbea362c65dfb8
gaussian_blurr_plate/test/img_2a790b95e417680a8ef6__p001.png,,test,plate_1e7d736ce6cbea362c65dfb8
motion_blurr_plate/test/img_2a790b95e417680a8ef6__p001.png,,test,plate_1e7d736ce6cbea362c65dfb8
clean_plates/test/img_1fc68000bbecad052bdc__p001.png,,test,plate_1ea7e599cd0164f8d16702c2
defocus_blurr_plate/test/img_1fc68000bbecad052bdc__p001.png,,test,plate_1ea7e599cd0164f8d16702c2
