variant,split,image_id,source_image,image,label,blur_parameters
motion_blur,val,img_762c174381e2eefac15e,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,detector_data/motion_blur/val/images/img_762c174381e2eefac15e.png,detector_data/motion_blur/val/labels/img_762c174381e2eefac15e.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 2.3835124175731712, ""motion_angle_deg"": 137.44274360171434, ""motion_length_px"": 9}"
defocus_blur,val,img_762c174381e2eefac15e,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,detector_data/defocus_blur/val/images/img_762c174381e2eefac15e.png,detector_data/defocus_blur/val/labels/img_762c174381e2eefac15e.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 2.3835124175731712, ""motion_angle_deg"": 137.44274360171434, ""motion_length_px"": 9}"
gaussian_blur,val,img_762c174381e2eefac15e,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,detector_data/gaussian_blur/val/images/img_762c174381e2eefac15e.png,detector_data/gaussian_blur/val/labels/img_762c174381e2eefac15e.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 2.3835124175731712, ""motion_angle_deg"": 137.44274360171434, ""motion_length_px"": 9}"
clean,val,img_7800b7811976447befae,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,detector_data/clean/val/images/img_7800b7811976447befae.png,detector_data/clean/val/labels/img_7800b7811976447befae.txt,{}
motion_blur,val,img_7800b7811976447befae,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,detector_data/motion_blur/val/images/img_7800b7811976447befae.png,detector_data/motion_blur/val/labels/img_7800b7811976447befae.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 1.2, ""motion_angle_deg"": 59.616894190052435, ""motion_length_px"": 7}"
defocus_blur,val,img_7800b7811976447befae,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,detector_data/defocus_blur/val/images/img_7800b7811976447befae.png,detector_data/defocus_blur/val/labels/img_7800b7811976447befae.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 1.2, ""motion_angle_deg"": 59.616894190052435, ""motion_length_px"": 7}"
gaussian_blur,val,img_7800b7811976447befae,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,detector_data/gaussian_blur/val/images/img_7800b7811976447befae.png,detector_data/gaussian_blur/val/labels/img_7800b7811976447befae.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 1.2, ""motion_angle_deg"": 59.616894190052435, ""motion_length_px"": 7}"
clean,val,img_4a2b7eb07c98de0747e4,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,detector_data/clean/val/images/img_4a2b7eb07c98de0747e4.png,detector_data/clean/val/labels/img_4a2b7eb07c98de0747e4.txt,{}
motion_blur,val,img_4a2b7eb07c98de0747e4,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,detector_data/motion_blur/val/images/img_4a2b7eb07c98de0747e4.png,detector_data/motion_blur/val/labels/img_4a2b7eb07c98de0747e4.txt,"{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 61.043292306229986, ""motion_length_px"": 43}"
defocus_blur,val,img_4a2b7eb07c98de0747e4,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,detector_data/defocus_blur/val/images/img_4a2b7eb07c98de0747e4.png,detector_data/defocus_blur/val/labels/img_4a2b7eb07c98de0747e4.txt,"{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 61.043292306229986, ""motion_length_px"": 43}"
gaussian_blur,val,img_4a2b7eb07c98de0747e4,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,detector_data/gaussian_blur/val/images/img_4a2b7eb07c98de0747e4.png,detector_data/gaussian_blur/val/labels/img_4a2b7eb07c98de0747e4.txt,"{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 61.043292306229986, ""motion_length_px"": 43}"
clean,test,img_de083f3ea5dd8d80fd39,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,detector_data/clean/test/images/img_de083f3ea5dd8d80fd39.png,detector_data/clean/test/labels/img_de083f3ea5dd8d80fd39.txt,{}
motion_blur,test,img_de083f3ea5dd8d80fd39,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,detector_data/motion_blur/test/images/img_de083f3ea5dd8d80fd39.png,detector_data/motion_blur/test/labels/img_de083f3ea5dd8d80fd39.txt,"{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 146.19535158131407, ""motion_length_px"": 43}"
defocus_blur,test,img_de083f3ea5dd8d80fd39,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,detector_data/defocus_blur/test/images/img_de083f3ea5dd8d80fd39.png,detector_data/defocus_blur/test/labels/img_de083f3ea5dd8d80fd39.txt,"{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 146.19535158131407, ""motion_length_px"": 43}"
gaussian_blur,test,img_de083f3ea5dd8d80fd39,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,detector_data/gaussian_blur/test/images/img_de083f3ea5dd8d80fd39.png,detector_data/gaussian_blur/test/labels/img_de083f3ea5dd8d80fd39.txt,"{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 146.19535158131407, ""motion_length_px"": 43}"
clean,test,img_ce8928547ef8cda4189e,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,detector_data/clean/test/images/img_ce8928547ef8cda4189e.png,detector_data/clean/test/labels/img_ce8928547ef8cda4189e.txt,{}
motion_blur,test,img_ce8928547ef8cda4189e,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,detector_data/motion_blur/test/images/img_ce8928547ef8cda4189e.png,detector_data/motion_blur/test/labels/img_ce8928547ef8cda4189e.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 3.3252803844754992, ""motion_angle_deg"": 105.25473611455826, ""motion_length_px"": 13}"
defocus_blur,test,img_ce8928547ef8cda4189e,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,detector_data/defocus_blur/test/images/img_ce8928547ef8cda4189e.png,detector_data/defocus_blur/test/labels/img_ce8928547ef8cda4189e.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 3.3252803844754992, ""motion_angle_deg"": 105.25473611455826, ""motion_length_px"": 13}"
gaussian_blur,test,img_ce8928547ef8cda4189e,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,detector_data/gaussian_blur/test/images/img_ce8928547ef8cda4189e.png,detector_data/gaussian_blur/test/labels/img_ce8928547ef8cda4189e.txt,"{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 3.3252803844754992, ""motion_angle_deg"": 105.25473611455826, ""motion_length_px"": 13}"
clean,test,img_ea68a56baf907ec03b34,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,detector_data/clean/test/images/img_ea68a56baf907ec03b34.png,detector_data/clean/test/labels/img_ea68a56baf907ec03b34.txt,{}
motion_blur,test,img_ea68a56baf907ec03b34,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,detector_data/motion_blur/test/images/img_ea68a56baf907ec03b34.png,detector_data/motion_blur/test/labels/img_ea68a56baf907ec03b34.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.193109602733288, ""motion_angle_deg"": 165.21124146485766, ""motion_length_px"": 19}"
defocus_blur,test,img_ea68a56baf907ec03b34,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,detector_data/defocus_blur/test/images/img_ea68a56baf907ec03b34.png,detector_data/defocus_blur/test/labels/img_ea68a56baf907ec03b34.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.193109602733288, ""motion_angle_deg"": 165.21124146485766, ""motion_length_px"": 19}"
gaussian_blur,test,img_ea68a56baf907ec03b34,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,detector_data/gaussian_blur/test/images/img_ea68a56baf907ec03b34.png,detector_data/gaussian_blur/test/labels/img_ea68a56baf907ec03b34.txt,"{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.193109602733288, ""motion_angle_deg"": 165.21124146485766, ""motion_length_px"": 19}"
clean,test,img_1329081ac75a2ccf9419,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,detector_data/clean/test/images/img_1329081ac75a2ccf9419.png,detector_data/clean/test/labels/img_1329081ac75a2ccf9419.txt,{}
motion_blur,test,img_1329081ac75a2ccf9419,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,detector_data/motion_blur/test/images/img_1329081ac75a2ccf9419.png,detector_data/motion_blur/test/labels/img_1329081ac75a2ccf9419.txt,"{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 5.678321681398593, ""motion_angle_deg"": 143.00539308627802, ""motion_length_px"": 19}"
defocus_blur,test,img_1329081ac75a2ccf9419,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,detector_data/defocus_blur/test/images/img_1329081ac75a2ccf9419.png,detector_data/defocus_blur/test/labels/img_1329081ac75a2ccf9419.txt,"{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 5.678321681398593, ""motion_angle_deg"": 143.00539308627802, ""motion_length_px"": 19}"
gaussian_blur,test,img_1329081ac75a2ccf9419,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,detector_data/gaussian_blur/test/images/img_1329081ac75a2ccf9419.png,detector_data/gaussian_blur/test/labels/img_1329081ac75a2ccf9419.txt,"{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 5.678321681398593, ""motion_angle_deg"": 143.00539308627802, ""motion_length_px"": 19}"
