filename,variant,split,plate_id,source_image,image_id,annotation_index,class_id,crop_width,crop_height,given_corners_normalized,blur_parameters
defocus_blurr_plate/train/img_03f1e1a286debdd0f502__p001.png,defocus_blur,train,plate_a2334dd37691f5ac3af3a8e7,train/images/20240211_154134_jpg.rf.Mnqr1JOT0IruBuLAmRQq.jpg,img_03f1e1a286debdd0f502,1,0,699,414,"[[0.684, 0.19375000000000006], [0.451, 0.19375000000000006], [0.451, 0.29725000000000007], [0.684, 0.2972500000000001]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 164.8721571443156, ""motion_length_px"": 43}"
gaussian_blurr_plate/train/img_03f1e1a286debdd0f502__p001.png,gaussian_blur,train,plate_a2334dd37691f5ac3af3a8e7,train/images/20240211_154134_jpg.rf.Mnqr1JOT0IruBuLAmRQq.jpg,img_03f1e1a286debdd0f502,1,0,699,414,"[[0.684, 0.19375000000000006], [0.451, 0.19375000000000006], [0.451, 0.29725000000000007], [0.684, 0.2972500000000001]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 164.8721571443156, ""motion_length_px"": 43}"
clean_plates/train/img_71d5334bfe32f4f98bf3__p001.png,clean,train,plate_90b009270ed1194e17e0e8db,train/images/20240218_173304_jpg.rf.wztoJBBQYYmiLN6iafRg.jpg,img_71d5334bfe32f4f98bf3,1,0,445,230,"[[0.7752747252747253, 0.5977443609022558], [0.5307692307692309, 0.5977443609022558], [0.5307692307692309, 0.7418546365914787], [0.7752747252747253, 0.7418546365914787]]",{}
motion_blurr_plate/train/img_71d5334bfe32f4f98bf3__p001.png,motion_blur,train,plate_90b009270ed1194e17e0e8db,train/images/20240218_173304_jpg.rf.wztoJBBQYYmiLN6iafRg.jpg,img_71d5334bfe32f4f98bf3,1,0,445,230,"[[0.7752747252747253, 0.5977443609022558], [0.5307692307692309, 0.5977443609022558], [0.5307692307692309, 0.7418546365914787], [0.7752747252747253, 0.7418546365914787]]","{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 104.1623475760873, ""motion_length_px"": 43}"
defocus_blurr_plate/train/img_71d5334bfe32f4f98bf3__p001.png,defocus_blur,train,plate_90b009270ed1194e17e0e8db,train/images/20240218_173304_jpg.rf.wztoJBBQYYmiLN6iafRg.jpg,img_71d5334bfe32f4f98bf3,1,0,445,230,"[[0.7752747252747253, 0.5977443609022558], [0.5307692307692309, 0.5977443609022558], [0.5307692307692309, 0.7418546365914787], [0.7752747252747253, 0.7418546365914787]]","{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 104.1623475760873, ""motion_length_px"": 43}"
gaussian_blurr_plate/train/img_71d5334bfe32f4f98bf3__p001.png,gaussian_blur,train,plate_90b009270ed1194e17e0e8db,train/images/20240218_173304_jpg.rf.wztoJBBQYYmiLN6iafRg.jpg,img_71d5334bfe32f4f98bf3,1,0,445,230,"[[0.7752747252747253, 0.5977443609022558], [0.5307692307692309, 0.5977443609022558], [0.5307692307692309, 0.7418546365914787], [0.7752747252747253, 0.7418546365914787]]","{""defocus_radius_px"": 9, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 104.1623475760873, ""motion_length_px"": 43}"
clean_plates/val/img_8c3faaee43cd5bd74289__p001.png,clean,val,plate_bd84c22a5f6c89c13d178a72,valid/images/IMG-38_jpg.rf.HOj2D7yKUfW5vxfHPXCb.jpg,img_8c3faaee43cd5bd74289,1,0,467,1179,"[[0.5914317532124475, 0.4141207637554835], [0.4748263183706942, 0.4041909863074662], [0.4560434908097128, 0.7963098383422236], [0.572648925651466, 0.8062396157902408]]",{}
motion_blurr_plate/val/img_8c3faaee43cd5bd74289__p001.png,motion_blur,val,plate_bd84c22a5f6c89c13d178a72,valid/images/IMG-38_jpg.rf.HOj2D7yKUfW5vxfHPXCb.jpg,img_8c3faaee43cd5bd74289,1,0,467,1179,"[[0.5914317532124475, 0.4141207637554835], [0.4748263183706942, 0.4041909863074662], [0.4560434908097128, 0.7963098383422236], [0.572648925651466, 0.8062396157902408]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 143.8021247243017, ""motion_length_px"": 43}"
defocus_blurr_plate/val/img_8c3faaee43cd5bd74289__p001.png,defocus_blur,val,plate_bd84c22a5f6c89c13d178a72,valid/images/IMG-38_jpg.rf.HOj2D7yKUfW5vxfHPXCb.jpg,img_8c3faaee43cd5bd74289,1,0,467,1179,"[[0.5914317532124475, 0.4141207637554835], [0.4748263183706942, 0.4041909863074662], [0.4560434908097128, 0.7963098383422236], [0.572648925651466, 0.8062396157902408]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 143.8021247243017, ""motion_length_px"": 43}"
gaussian_blurr_plate/val/img_8c3faaee43cd5bd74289__p001.png,gaussian_blur,val,plate_bd84c22a5f6c89c13d178a72,valid/images/IMG-38_jpg.rf.HOj2D7yKUfW5vxfHPXCb.jpg,img_8c3faaee43cd5bd74289,1,0,467,1179,"[[0.5914317532124475, 0.4141207637554835], [0.4748263183706942, 0.4041909863074662], [0.4560434908097128, 0.7963098383422236], [0.572648925651466, 0.8062396157902408]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 143.8021247243017, ""motion_length_px"": 43}"
clean_plates/val/img_762c174381e2eefac15e__p001.png,clean,val,plate_4846d29ec44e2f0b115f0cac,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,img_762c174381e2eefac15e,1,0,125,71,"[[0.6373801916932907, 0.5679758308157101], [0.43769968051118213, 0.5679758308157101], [0.43769968051118213, 0.7824773413897281], [0.6373801916932907, 0.7824773413897281]]",{}
motion_blurr_plate/val/img_762c174381e2eefac15e__p001.png,motion_blur,val,plate_4846d29ec44e2f0b115f0cac,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,img_762c174381e2eefac15e,1,0,125,71,"[[0.6373801916932907, 0.5679758308157101], [0.43769968051118213, 0.5679758308157101], [0.43769968051118213, 0.7824773413897281], [0.6373801916932907, 0.7824773413897281]]","{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 2.3835124175731712, ""motion_angle_deg"": 137.44274360171434, ""motion_length_px"": 9}"
defocus_blurr_plate/val/img_762c174381e2eefac15e__p001.png,defocus_blur,val,plate_4846d29ec44e2f0b115f0cac,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,img_762c174381e2eefac15e,1,0,125,71,"[[0.6373801916932907, 0.5679758308157101], [0.43769968051118213, 0.5679758308157101], [0.43769968051118213, 0.7824773413897281], [0.6373801916932907, 0.7824773413897281]]","{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 2.3835124175731712, ""motion_angle_deg"": 137.44274360171434, ""motion_length_px"": 9}"
gaussian_blurr_plate/val/img_762c174381e2eefac15e__p001.png,gaussian_blur,val,plate_4846d29ec44e2f0b115f0cac,valid/images/11282_png.rf.Npp9zE4m5b3xGLx9B0SK.png,img_762c174381e2eefac15e,1,0,125,71,"[[0.6373801916932907, 0.5679758308157101], [0.43769968051118213, 0.5679758308157101], [0.43769968051118213, 0.7824773413897281], [0.6373801916932907, 0.7824773413897281]]","{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 2.3835124175731712, ""motion_angle_deg"": 137.44274360171434, ""motion_length_px"": 9}"
clean_plates/val/img_7800b7811976447befae__p001.png,clean,val,plate_5c6ddf9d2ef172c11ae15bbd,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,img_7800b7811976447befae,1,0,72,23,"[[0.8402687573242666, 0.7260327614186632], [0.8248961948888651, 0.612189120845112], [0.5773536055254134, 0.679195592031969], [0.5927261679608149, 0.7930392326055201]]",{}
motion_blurr_plate/val/img_7800b7811976447befae__p001.png,motion_blur,val,plate_5c6ddf9d2ef172c11ae15bbd,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,img_7800b7811976447befae,1,0,72,23,"[[0.8402687573242666, 0.7260327614186632], [0.8248961948888651, 0.612189120845112], [0.5773536055254134, 0.679195592031969], [0.5927261679608149, 0.7930392326055201]]","{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 1.2, ""motion_angle_deg"": 59.616894190052435, ""motion_length_px"": 7}"
defocus_blurr_plate/val/img_7800b7811976447befae__p001.png,defocus_blur,val,plate_5c6ddf9d2ef172c11ae15bbd,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,img_7800b7811976447befae,1,0,72,23,"[[0.8402687573242666, 0.7260327614186632], [0.8248961948888651, 0.612189120845112], [0.5773536055254134, 0.679195592031969], [0.5927261679608149, 0.7930392326055201]]","{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 1.2, ""motion_angle_deg"": 59.616894190052435, ""motion_length_px"": 7}"
gaussian_blurr_plate/val/img_7800b7811976447befae__p001.png,gaussian_blur,val,plate_5c6ddf9d2ef172c11ae15bbd,valid/images/Screenshot 2024-02-20 010301_png.rf.K23vyeu1zwgET95YsBIC.png,img_7800b7811976447befae,1,0,72,23,"[[0.8402687573242666, 0.7260327614186632], [0.8248961948888651, 0.612189120845112], [0.5773536055254134, 0.679195592031969], [0.5927261679608149, 0.7930392326055201]]","{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 1.2, ""motion_angle_deg"": 59.616894190052435, ""motion_length_px"": 7}"
clean_plates/val/img_4a2b7eb07c98de0747e4__p001.png,clean,val,plate_a24f50203988e6402c563bb3,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,img_4a2b7eb07c98de0747e4,1,0,1378,956,"[[0.6573333333333333, 0.11350000000000005], [0.198, 0.11350000000000003], [0.19800000000000004, 0.35250000000000004], [0.6573333333333333, 0.3525000000000001]]",{}
motion_blurr_plate/val/img_4a2b7eb07c98de0747e4__p001.png,motion_blur,val,plate_a24f50203988e6402c563bb3,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,img_4a2b7eb07c98de0747e4,1,0,1378,956,"[[0.6573333333333333, 0.11350000000000005], [0.198, 0.11350000000000003], [0.19800000000000004, 0.35250000000000004], [0.6573333333333333, 0.3525000000000001]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 61.043292306229986, ""motion_length_px"": 43}"
defocus_blurr_plate/val/img_4a2b7eb07c98de0747e4__p001.png,defocus_blur,val,plate_a24f50203988e6402c563bb3,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,img_4a2b7eb07c98de0747e4,1,0,1378,956,"[[0.6573333333333333, 0.11350000000000005], [0.198, 0.11350000000000003], [0.19800000000000004, 0.35250000000000004], [0.6573333333333333, 0.3525000000000001]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 61.043292306229986, ""motion_length_px"": 43}"
gaussian_blurr_plate/val/img_4a2b7eb07c98de0747e4__p001.png,gaussian_blur,val,plate_a24f50203988e6402c563bb3,valid/images/20240218_145418_jpg.rf.pVoyMWQTwvtWvfzMClG1.jpg,img_4a2b7eb07c98de0747e4,1,0,1378,956,"[[0.6573333333333333, 0.11350000000000005], [0.198, 0.11350000000000003], [0.19800000000000004, 0.35250000000000004], [0.6573333333333333, 0.3525000000000001]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 61.043292306229986, ""motion_length_px"": 43}"
clean_plates/test/img_de083f3ea5dd8d80fd39__p001.png,clean,test,plate_f5bc8899a0a264d715e2078b,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,img_de083f3ea5dd8d80fd39,1,0,675,533,"[[0.763, 0.27125000000000005], [0.538, 0.27125], [0.538, 0.4045000000000001], [0.763, 0.40450000000000014]]",{}
motion_blurr_plate/test/img_de083f3ea5dd8d80fd39__p001.png,motion_blur,test,plate_f5bc8899a0a264d715e2078b,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,img_de083f3ea5dd8d80fd39,1,0,675,533,"[[0.763, 0.27125000000000005], [0.538, 0.27125], [0.538, 0.4045000000000001], [0.763, 0.40450000000000014]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 146.19535158131407, ""motion_length_px"": 43}"
defocus_blurr_plate/test/img_de083f3ea5dd8d80fd39__p001.png,defocus_blur,test,plate_f5bc8899a0a264d715e2078b,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,img_de083f3ea5dd8d80fd39,1,0,675,533,"[[0.763, 0.27125000000000005], [0.538, 0.27125], [0.538, 0.4045000000000001], [0.763, 0.40450000000000014]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 146.19535158131407, ""motion_length_px"": 43}"
gaussian_blurr_plate/test/img_de083f3ea5dd8d80fd39__p001.png,gaussian_blur,test,plate_f5bc8899a0a264d715e2078b,test/images/20240211_141957_jpg.rf.C0V7W0ffdKaozy99789B.jpg,img_de083f3ea5dd8d80fd39,1,0,675,533,"[[0.763, 0.27125000000000005], [0.538, 0.27125], [0.538, 0.4045000000000001], [0.763, 0.40450000000000014]]","{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 6.5, ""motion_angle_deg"": 146.19535158131407, ""motion_length_px"": 43}"
clean_plates/test/img_ce8928547ef8cda4189e__p001.png,clean,test,plate_aed0a017b140e311ebfcac63,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,img_ce8928547ef8cda4189e,1,0,132,68,"[[0.5177383592017739, 0.7620817843866171], [0.3713968957871398, 0.7620817843866171], [0.3713968957871398, 0.8463444857496902], [0.5177383592017739, 0.8463444857496902]]",{}
motion_blurr_plate/test/img_ce8928547ef8cda4189e__p001.png,motion_blur,test,plate_aed0a017b140e311ebfcac63,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,img_ce8928547ef8cda4189e,1,0,132,68,"[[0.5177383592017739, 0.7620817843866171], [0.3713968957871398, 0.7620817843866171], [0.3713968957871398, 0.8463444857496902], [0.5177383592017739, 0.8463444857496902]]","{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 3.3252803844754992, ""motion_angle_deg"": 105.25473611455826, ""motion_length_px"": 13}"
defocus_blurr_plate/test/img_ce8928547ef8cda4189e__p001.png,defocus_blur,test,plate_aed0a017b140e311ebfcac63,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,img_ce8928547ef8cda4189e,1,0,132,68,"[[0.5177383592017739, 0.7620817843866171], [0.3713968957871398, 0.7620817843866171], [0.3713968957871398, 0.8463444857496902], [0.5177383592017739, 0.8463444857496902]]","{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 3.3252803844754992, ""motion_angle_deg"": 105.25473611455826, ""motion_length_px"": 13}"
gaussian_blurr_plate/test/img_ce8928547ef8cda4189e__p001.png,gaussian_blur,test,plate_aed0a017b140e311ebfcac63,test/images/3278_png.rf.qmdSUdhFwiTgPxufgztE.png,img_ce8928547ef8cda4189e,1,0,132,68,"[[0.5177383592017739, 0.7620817843866171], [0.3713968957871398, 0.7620817843866171], [0.3713968957871398, 0.8463444857496902], [0.5177383592017739, 0.8463444857496902]]","{""defocus_radius_px"": 3, ""gaussian_sigma_px"": 3.3252803844754992, ""motion_angle_deg"": 105.25473611455826, ""motion_length_px"": 13}"
clean_plates/test/img_ea68a56baf907ec03b34__p001.png,clean,test,plate_17cf113dca280cc0fb3f2f88,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,img_ea68a56baf907ec03b34,1,0,290,151,"[[0.44198579724109976, 0.5909572635385064], [0.29936489622149937, 0.5657422558999994], [0.28862157412789446, 0.6560969526234635], [0.43124247514749486, 0.6813119602619705]]",{}
motion_blurr_plate/test/img_ea68a56baf907ec03b34__p001.png,motion_blur,test,plate_17cf113dca280cc0fb3f2f88,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,img_ea68a56baf907ec03b34,1,0,290,151,"[[0.44198579724109976, 0.5909572635385064], [0.29936489622149937, 0.5657422558999994], [0.28862157412789446, 0.6560969526234635], [0.43124247514749486, 0.6813119602619705]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.193109602733288, ""motion_angle_deg"": 165.21124146485766, ""motion_length_px"": 19}"
defocus_blurr_plate/test/img_ea68a56baf907ec03b34__p001.png,defocus_blur,test,plate_17cf113dca280cc0fb3f2f88,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,img_ea68a56baf907ec03b34,1,0,290,151,"[[0.44198579724109976, 0.5909572635385064], [0.29936489622149937, 0.5657422558999994], [0.28862157412789446, 0.6560969526234635], [0.43124247514749486, 0.6813119602619705]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.193109602733288, ""motion_angle_deg"": 165.21124146485766, ""motion_length_px"": 19}"
gaussian_blurr_plate/test/img_ea68a56baf907ec03b34__p001.png,gaussian_blur,test,plate_17cf113dca280cc0fb3f2f88,test/images/20240216_171820_jpg.rf.8epF2p7nbb8zjP84yFGi.jpg,img_ea68a56baf907ec03b34,1,0,290,151,"[[0.44198579724109976, 0.5909572635385064], [0.29936489622149937, 0.5657422558999994], [0.28862157412789446, 0.6560969526234635], [0.43124247514749486, 0.6813119602619705]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 5.193109602733288, ""motion_angle_deg"": 165.21124146485766, ""motion_length_px"": 19}"
clean_plates/test/img_1329081ac75a2ccf9419__p001.png,clean,test,plate_2923fad3e339abac1a141869,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,img_1329081ac75a2ccf9419,1,0,299,158,"[[0.6770721205597416, 0.6932453021838497], [0.516146393972013, 0.6932453021838497], [0.516146393972013, 0.7734890807516506], [0.6770721205597416, 0.7734890807516506]]",{}
motion_blurr_plate/test/img_1329081ac75a2ccf9419__p001.png,motion_blur,test,plate_2923fad3e339abac1a141869,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,img_1329081ac75a2ccf9419,1,0,299,158,"[[0.6770721205597416, 0.6932453021838497], [0.516146393972013, 0.6932453021838497], [0.516146393972013, 0.7734890807516506], [0.6770721205597416, 0.7734890807516506]]","{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 5.678321681398593, ""motion_angle_deg"": 143.00539308627802, ""motion_length_px"": 19}"
defocus_blurr_plate/test/img_1329081ac75a2ccf9419__p001.png,defocus_blur,test,plate_2923fad3e339abac1a141869,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,img_1329081ac75a2ccf9419,1,0,299,158,"[[0.6770721205597416, 0.6932453021838497], [0.516146393972013, 0.6932453021838497], [0.516146393972013, 0.7734890807516506], [0.6770721205597416, 0.7734890807516506]]","{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 5.678321681398593, ""motion_angle_deg"": 143.00539308627802, ""motion_length_px"": 19}"
gaussian_blurr_plate/test/img_1329081ac75a2ccf9419__p001.png,gaussian_blur,test,plate_2923fad3e339abac1a141869,test/images/20240218_174112_jpg.rf.5dCEciWdVIZwESgCc2e7.jpg,img_1329081ac75a2ccf9419,1,0,299,158,"[[0.6770721205597416, 0.6932453021838497], [0.516146393972013, 0.6932453021838497], [0.516146393972013, 0.7734890807516506], [0.6770721205597416, 0.7734890807516506]]","{""defocus_radius_px"": 10, ""gaussian_sigma_px"": 5.678321681398593, ""motion_angle_deg"": 143.00539308627802, ""motion_length_px"": 19}"
